Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,7.0,2972,DAL,Dallas Mavericks,24.0,NBA,SF,10.0,,35.3,4.8,12.4,0.39,0.0,0.1,0.0,4.8,12.3,0.39,0.39,5.6,6.2,0.9,2.9,4.1,7.0,1.9,0.7,0.1,2.5,3.6,15.2
1985,7.0,2972,DAL,Dallas Mavericks,25.0,NBA,PF,4.0,2.0,33.5,5.0,14.0,0.36,0.0,0.0,,5.0,14.0,0.36,0.36,5.5,7.3,0.76,2.3,3.3,5.5,0.8,1.5,0.8,2.8,4.0,15.5
1986,7.0,2972,DAL,Dallas Mavericks,26.0,NBA,PF,10.0,0.0,20.4,3.8,9.9,0.38,0.0,0.0,,3.8,9.9,0.38,0.38,3.0,3.4,0.88,1.5,2.4,3.9,1.5,0.4,0.1,1.7,1.9,10.6
1987,,2972,WSB,None,27.0,NBA,SF,3.0,0.0,24.0,3.7,10.0,0.37,0.0,0.0,,3.7,10.0,0.37,0.37,2.7,3.0,0.89,0.7,2.3,3.0,1.0,0.7,0.0,1.3,3.3,10.0
1988,8.0,2972,DEN,Denver Nuggets,28.0,NBA,SF,8.0,0.0,25.0,6.6,13.0,0.51,0.0,0.1,0.0,6.6,12.9,0.52,0.51,4.3,5.0,0.85,1.3,3.4,4.6,0.8,0.6,0.5,1.8,3.1,17.5
1990,14.0,2972,LAL,Los Angeles Lakers,30.0,NBA,SF,3.0,0.0,2.7,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0
