SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009,10,GSW,Kelenna Azubuike,25,74,2375,14.7,0.56,0.25,0.27,5.1,11.8,8.5,7.6,1.2,1.5,9.1,18.7,3.6,0.5,4.1,0.08,1.0,-1.5,-0.5,0.9
2009,10,GSW,Stephen Jackson,30,59,2339,16.1,0.53,0.31,0.36,3.3,10.8,7.1,25.6,1.8,0.9,16.6,25.2,1.5,0.7,2.2,0.04,1.4,-1.7,-0.3,1.0
2009,10,GSW,Jamal Crawford,28,54,2087,15.0,0.54,0.37,0.35,1.1,8.1,4.6,17.8,1.1,0.4,11.0,22.6,2.7,-0.1,2.7,0.06,1.1,-2.7,-1.6,0.2
2009,10,GSW,C.J. Watson,24,77,1883,14.2,0.56,0.21,0.34,2.3,8.8,5.5,16.2,2.5,0.1,12.5,16.8,2.7,0.6,3.3,0.08,-0.5,-0.1,-0.5,0.7
2009,10,GSW,Andris Biedriss,22,62,1863,19.1,0.58,0.0,0.4,13.0,27.4,20.2,10.0,1.7,3.6,14.9,16.9,3.3,2.1,5.4,0.14,0.9,0.4,1.3,1.5
2009,10,GSW,Ronny Turiaf,26,79,1696,14.5,0.56,0.01,0.34,5.7,17.4,11.6,13.9,1.0,6.9,14.3,12.4,2.2,1.4,3.6,0.1,-1.1,2.3,1.2,1.4
2009,10,GSW,Corey Maggette,29,51,1588,16.9,0.58,0.15,0.66,3.4,16.0,9.7,9.2,1.4,0.3,12.8,25.2,2.8,0.6,3.3,0.1,-0.2,-1.8,-2.0,0.0
2009,10,GSW,Anthony Morrow,23,67,1515,14.7,0.59,0.34,0.17,5.6,8.7,7.1,8.2,1.2,0.5,8.3,17.7,3.0,0.0,3.0,0.1,1.7,-1.9,-0.2,0.7
2009,10,GSW,Anthony Randolph,19,63,1129,16.9,0.51,0.01,0.33,12.4,22.6,17.5,6.8,1.8,4.5,14.0,21.7,0.4,1.2,1.6,0.07,-1.5,-0.8,-2.3,-0.1
2009,10,GSW,Monta Ellis,23,25,892,14.5,0.5,0.06,0.22,1.7,11.5,6.6,17.5,2.1,0.6,12.4,25.8,-0.1,0.3,0.2,0.01,-1.8,-1.5,-3.4,-0.3
2009,10,GSW,Marco Belinelli,22,42,882,11.8,0.55,0.41,0.16,1.2,7.5,4.4,15.3,2.0,0.1,14.8,19.3,0.4,0.1,0.5,0.03,-0.8,-1.4,-2.3,-0.1
2009,10,GSW,Brandan Wright,21,39,688,18.7,0.57,0.02,0.35,9.8,15.0,12.4,4.9,1.6,3.7,7.5,19.0,1.4,0.4,1.9,0.13,0.8,-0.7,0.1,0.4
2009,10,GSW,Rob Kurz,23,40,442,11.8,0.51,0.29,0.38,8.1,11.8,10.0,6.5,1.5,3.0,9.5,16.3,0.5,0.2,0.7,0.07,-1.9,-0.8,-2.7,-0.1
2009,10,GSW,DeMarcus Nelson,23,13,171,6.5,0.44,0.06,0.26,3.8,11.4,7.6,11.3,2.6,0.8,20.0,18.8,-0.3,0.1,-0.3,-0.07,-6.1,0.6,-5.5,-0.2
2009,10,GSW,Al Harrington,28,5,166,8.8,0.42,0.4,0.14,6.6,11.8,9.2,8.9,2.1,0.0,8.6,20.9,-0.2,0.1,-0.1,-0.03,-1.5,-0.9,-2.3,0.0
2009,10,GSW,Jermareo Davidson,24,14,111,12.3,0.49,0.0,0.49,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,0.0,0.1,0.1,0.04,-3.0,-2.2,-5.2,-0.1
2009,10,GSW,Marcus Williams,23,9,54,3.7,0.3,0.35,0.35,0.0,8.1,4.0,32.6,0.9,1.3,16.9,18.7,-0.1,0.0,-0.1,-0.13,-5.1,-3.1,-8.2,-0.1
