Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1985,8,DEN,Denver Nuggets,52,30,0.63,—,120.0,117.6,2.05
1985,11,HOU,Houston Rockets,48,34,0.58,4.0,111.2,109.5,1.38
1985,7,DAL,Dallas Mavericks,44,38,0.54,8.0,111.2,109.0,1.8
1985,29,UTA,Utah Jazz,41,41,0.5,11.0,109.0,109.1,-0.33
1985,27,SAS,San Antonio Spurs,41,41,0.5,11.0,114.8,113.9,0.63
1985,26,KCK,Kansas City Kings,31,51,0.38,21.0,114.8,117.5,-2.71
1985,14,LAL,Los Angeles Lakers,62,20,0.76,—,118.2,110.9,6.48
1985,25,POR,Portland Trail Blazers,42,40,0.51,20.0,115.5,112.1,2.8
1985,24,PHO,Phoenix Suns,36,46,0.44,26.0,108.0,110.1,-2.34
1985,21,SEA,Seattle Supersonics,31,51,0.38,31.0,102.1,107.6,-5.44
1985,13,LAC,Los Angeles Clippers,31,51,0.38,31.0,107.1,111.6,-4.55
1985,10,GSW,Golden State Warriors,22,60,0.27,40.0,110.4,117.7,-7.21
