Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1993,11,HOU,Houston Rockets,55,27,0.67,—,104.0,99.8,3.57
1993,27,SAS,San Antonio Spurs,49,33,0.6,6.0,105.5,102.8,2.21
1993,29,UTA,Utah Jazz,47,35,0.57,8.0,106.2,104.0,1.74
1993,8,DEN,Denver Nuggets,36,46,0.44,19.0,105.2,106.9,-2.14
1993,18,MIN,Minnesota Timberwolves,19,63,0.23,36.0,98.1,105.9,-7.62
1993,7,DAL,Dallas Mavericks,11,71,0.13,44.0,99.3,114.5,-14.68
1993,24,PHO,Phoenix Suns,62,20,0.76,—,113.4,106.7,6.27
1993,21,SEA,Seattle Supersonics,55,27,0.67,7.0,108.3,101.3,6.66
1993,25,POR,Portland Trail Blazers,51,31,0.62,11.0,108.5,105.4,2.92
1993,13,LAC,Los Angeles Clippers,41,41,0.5,21.0,107.1,106.8,0.33
1993,14,LAL,Los Angeles Lakers,39,43,0.48,23.0,104.2,105.5,-1.2
1993,10,GSW,Golden State Warriors,34,48,0.42,28.0,109.9,110.9,-0.94
1993,26,SAC,Sacramento Kings,25,57,0.3,37.0,107.9,111.1,-3.0
