Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
2012,21,OKC,Oklahoma City Thunder,47,19,0.71,—,103.1,96.9,6.44
2012,8,DEN,Denver Nuggets,38,28,0.58,9.0,104.1,101.2,3.16
2012,29,UTA,Utah Jazz,36,30,0.55,11.0,99.7,99.0,0.92
2012,25,POR,Portland Trail Blazers,28,38,0.42,19.0,97.2,97.8,-0.22
2012,18,MIN,Minnesota Timberwolves,26,40,0.39,21.0,97.9,100.1,-1.83
2012,14,LAL,Los Angeles Lakers,41,25,0.62,—,97.3,95.9,1.96
2012,13,LAC,Los Angeles Clippers,40,26,0.61,1.0,97.5,95.0,2.82
2012,24,PHO,Phoenix Suns,33,33,0.5,8.0,98.4,98.6,0.29
2012,10,GSW,Golden State Warriors,23,43,0.35,18.0,97.8,101.2,-2.79
2012,26,SAC,Sacramento Kings,22,44,0.33,19.0,98.8,104.4,-4.95
2012,27,SAS,San Antonio Spurs,50,16,0.76,—,103.7,96.5,7.28
2012,15,MEM,Memphis Grizzlies,41,25,0.62,9.0,95.0,93.0,2.43
2012,7,DAL,Dallas Mavericks,36,30,0.55,14.0,95.8,94.8,1.78
2012,11,HOU,Houston Rockets,34,32,0.52,16.0,98.1,97.9,0.57
2012,19,NOH,New Orleans Hornets,21,45,0.32,29.0,89.6,93.4,-3.11
