Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1996,27,SAS,San Antonio Spurs,59,23,.720,—,103.4,97.1,5.98
1996,29,UTA,Utah Jazz,55,27,.671,4.0,102.5,95.9,6.25
1996,11,HOU,Houston Rockets,48,34,.585,11.0,102.5,100.7,1.63
1996,8,DEN,Denver Nuggets,35,47,.427,24.0,97.7,100.4,-2.62
1996,18,MIN,Minnesota Timberwolves,26,56,.317,33.0,97.9,103.2,-5.14
1996,7,DAL,Dallas Mavericks,26,56,.317,33.0,102.5,107.5,-4.71
1996,15,VAN,Vancouver Grizzlies,15,67,.183,44.0,89.8,99.8,-9.55
1996,21,SEA,Seattle Supersonics,64,18,.780,—,104.5,96.7,7.40
1996,14,LAL,Los Angeles Lakers,53,29,.646,11.0,102.9,98.5,4.21
1996,25,POR,Portland Trail Blazers,44,38,.537,20.0,99.3,97.0,2.21
1996,24,PHO,Phoenix Suns,41,41,.500,23.0,104.3,104.0,0.28
1996,26,SAC,Sacramento Kings,39,43,.476,25.0,99.5,102.3,-2.62
1996,10,GSW,Golden State Warriors,36,46,.439,28.0,101.6,103.1,-1.42
1996,13,LAC,Los Angeles Clippers,29,53,.354,35.0,99.4,103.0,-3.46
