Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
1995,27,SAS,San Antonio Spurs,62,20,0.76,—,106.6,100.6,5.9
1995,29,UTA,Utah Jazz,60,22,0.73,2.0,106.4,98.4,7.76
1995,11,HOU,Houston Rockets,47,35,0.57,15.0,103.5,101.4,2.32
1995,8,DEN,Denver Nuggets,41,41,0.5,21.0,101.3,100.5,0.96
1995,7,DAL,Dallas Mavericks,36,46,0.44,26.0,103.2,106.1,-2.39
1995,18,MIN,Minnesota Timberwolves,21,61,0.26,41.0,94.2,103.2,-8.22
1995,24,PHO,Phoenix Suns,59,23,0.72,—,110.6,106.8,3.86
1995,21,SEA,Seattle Supersonics,57,25,0.7,2.0,110.4,102.2,7.91
1995,14,LAL,Los Angeles Lakers,48,34,0.58,11.0,105.1,105.3,-0.01
1995,25,POR,Portland Trail Blazers,44,38,0.54,15.0,103.1,99.2,3.8
1995,26,SAC,Sacramento Kings,39,43,0.48,20.0,98.2,99.2,-0.74
1995,10,GSW,Golden State Warriors,26,56,0.32,33.0,105.7,111.1,-4.9
1995,13,LAC,Los Angeles Clippers,17,65,0.21,42.0,96.7,105.8,-8.43
