Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
2006,8,DEN,Denver Nuggets,44,38,0.54,—,100.3,100.1,0.36
2006,29,UTA,Utah Jazz,41,41,0.5,3.0,92.4,95.0,-2.49
2006,21,SEA,Seattle Supersonics,35,47,0.43,9.0,102.6,105.6,-2.88
2006,18,MIN,Minnesota Timberwolves,33,49,0.4,11.0,91.7,93.6,-1.75
2006,25,POR,Portland Trail Blazers,21,61,0.26,23.0,88.8,98.3,-8.91
2006,24,PHO,Phoenix Suns,54,28,0.66,—,108.4,102.8,5.48
2006,13,LAC,Los Angeles Clippers,47,35,0.57,7.0,97.2,95.6,1.75
2006,14,LAL,Los Angeles Lakers,45,37,0.55,9.0,99.4,96.9,2.53
2006,26,SAC,Sacramento Kings,44,38,0.54,10.0,98.9,97.3,1.61
2006,10,GSW,Golden State Warriors,34,48,0.42,20.0,98.5,99.8,-1.11
2006,27,SAS,San Antonio Spurs,63,19,0.77,—,95.6,88.8,6.69
2006,7,DAL,Dallas Mavericks,60,22,0.73,3.0,99.1,93.1,5.96
2006,15,MEM,Memphis Grizzlies,49,33,0.6,14.0,92.2,88.5,3.74
2006,19,NOK,New Orleans/Oklahoma City Hornets,38,44,0.46,25.0,92.8,95.6,-2.51
2006,11,HOU,Houston Rockets,34,48,0.42,29.0,90.1,91.7,-1.3
