Season,Team ID,Team ABV,Team,W,L,W/L%,GB,PS/G,PA/G,SRS
2001,27,SAS,San Antonio Spurs,58,24,0.71,—,96.2,88.4,7.92
2001,29,UTA,Utah Jazz,53,29,0.65,5.0,97.1,92.4,5.0
2001,7,DAL,Dallas Mavericks,53,29,0.65,5.0,100.5,96.2,4.61
2001,18,MIN,Minnesota Timberwolves,47,35,0.57,11.0,97.3,96.0,1.81
2001,11,HOU,Houston Rockets,45,37,0.55,13.0,97.2,94.9,2.71
2001,8,DEN,Denver Nuggets,40,42,0.49,18.0,96.6,99.0,-1.83
2001,15,VAN,Vancouver Grizzlies,23,59,0.28,35.0,91.7,97.5,-4.94
2001,14,LAL,Los Angeles Lakers,56,26,0.68,—,100.6,97.2,3.74
2001,26,SAC,Sacramento Kings,55,27,0.67,1.0,101.7,95.9,6.07
2001,24,PHO,Phoenix Suns,51,31,0.62,5.0,94.0,91.8,2.63
2001,25,POR,Portland Trail Blazers,50,32,0.61,6.0,95.4,91.2,4.52
2001,21,SEA,Seattle Supersonics,44,38,0.54,12.0,97.3,97.3,0.55
2001,13,LAC,Los Angeles Clippers,31,51,0.38,25.0,92.5,95.3,-2.23
2001,10,GSW,Golden State Warriors,17,65,0.21,39.0,92.5,101.5,-8.11
