Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
1986,2,BOS,Boston Celtics,29.3,67.0,15.0,63,19,9.41,-0.36,9.06,111.8,102.6,9.2,101.2,0.31,0.05,0.56,31.3,71.7,Boston Garden,610571,14890
1986,17,MIL,Milwaukee Bucks,26.0,57.0,25.0,62,20,9.04,-0.35,8.69,111.4,102.7,8.7,102.1,0.37,0.05,0.55,33.8,67.4,MECCA Arena,443064,10451
1986,14,LAL,Los Angeles Lakers,28.1,62.0,20.0,59,23,7.74,-0.91,6.84,113.3,105.8,7.5,102.7,0.32,0.06,0.57,33.1,69.8,The Forum,691071,16839
1986,1,ATL,Atlanta Hawks,25.3,50.0,32.0,47,35,2.37,0.22,2.59,107.9,105.6,2.3,100.0,0.38,0.02,0.54,34.9,66.7,Omni Coliseum,377351,9334
1986,23,PHI,Philadelphia 76Ers,28.0,54.0,28.0,47,35,2.35,0.11,2.46,108.6,106.3,2.3,100.5,0.4,0.03,0.55,37.3,66.7,The Spectrum,513459,9803
1986,11,HOU,Houston Rockets,26.0,51.0,31.0,48,34,2.61,-0.51,2.1,110.1,107.6,2.5,103.5,0.32,0.04,0.54,35.5,67.2,The Summit,604644,13513
1986,9,DET,Detroit Pistons,26.5,46.0,36.0,44,38,1.17,0.27,1.44,109.0,107.9,1.1,104.2,0.3,0.02,0.53,33.5,67.6,Pontiac Silverdome,695233,16384
1986,8,DEN,Denver Nuggets,28.1,47.0,35.0,44,38,1.3,-0.42,0.89,107.1,105.9,1.2,106.7,0.31,0.04,0.53,30.9,64.1,McNichols Sports Arena,531824,12610
1986,7,DAL,Dallas Mavericks,25.8,44.0,38.0,44,38,1.1,-0.4,0.7,112.1,111.0,1.1,102.2,0.36,0.06,0.56,30.0,66.8,Reunion Arena,693052,16776
1986,25,POR,Portland Trail Blazers,26.6,40.0,42.0,44,38,1.06,-0.45,0.61,109.2,108.2,1.0,104.5,0.38,0.04,0.55,32.8,66.3,Memorial Coliseum,519306,12666
1986,21,SEA,Seattle Supersonics,26.6,31.0,51.0,41,41,-0.1,-0.37,-0.47,105.9,106.0,-0.1,97.4,0.33,0.04,0.53,33.2,68.7,Seattle Center Coliseum,329296,9374
1986,29,UTA,Utah Jazz,26.3,42.0,40.0,40,42,-0.37,-0.3,-0.67,104.2,104.6,-0.4,103.3,0.38,0.02,0.54,29.8,67.2,Salt Palace,477833,11030
1986,30,WSB,Washington Bullets,27.1,39.0,43.0,36,46,-1.8,0.53,-1.28,103.0,104.8,-1.8,99.1,0.32,0.06,0.52,29.1,66.1,Capital Centre,373802,8465
1986,3,NJN,New Jersey Nets,27.5,39.0,43.0,36,46,-1.99,0.6,-1.39,105.0,106.9,-1.9,103.3,0.33,0.03,0.54,33.3,70.6,Brendan Byrne Arena,482854,11777
1986,27,SAS,San Antonio Spurs,27.8,35.0,47.0,36,46,-1.85,-0.2,-2.06,106.5,108.2,-1.7,103.8,0.36,0.03,0.56,31.7,67.6,HemisFair Arena,336369,6967
1986,6,CLE,Cleveland Cavaliers,27.0,29.0,53.0,34,48,-2.87,0.68,-2.19,105.5,108.3,-2.8,101.6,0.32,0.05,0.54,30.3,68.5,Coliseum at Richfield,391842,10450
1986,12,IND,Indiana Pacers,25.0,26.0,56.0,32,50,-3.33,0.67,-2.66,102.6,105.9,-3.3,100.9,0.3,0.02,0.52,31.5,71.3,Market Square Arena,460969,13168
1986,5,CHI,Chicago Bulls,26.6,30.0,52.0,31,51,-3.8,0.69,-3.12,108.6,112.4,-3.8,99.7,0.35,0.04,0.54,35.1,67.4,Chicago Stadium,469226,11445
1986,24,PHO,Phoenix Suns,26.3,32.0,50.0,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,0.38,0.03,0.55,31.3,68.3,Arizona Veterans Memorial Coliseum,455763,10826
1986,26,SAC,Sacramento Kings,26.6,37.0,45.0,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,0.32,0.02,0.54,32.7,67.5,ARCO Arena (I),423653,10333
1986,10,GSW,Golden State Warriors,26.8,30.0,52.0,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,0.33,0.04,0.54,33.5,66.7,Oakland-Alameda County Coliseum Arena,401205,10901
1986,20,NYK,New York Knicks,25.5,23.0,59.0,26,56,-5.61,0.79,-4.82,99.5,105.2,-5.7,98.6,0.32,0.03,0.5,29.5,65.0,Madison Square Garden (IV),592484,14452
1986,13,LAC,Los Angeles Clippers,27.0,32.0,50.0,24,58,-6.93,0.1,-6.83,105.4,112.1,-6.7,102.7,0.37,0.03,0.53,32.0,64.0,Los Angeles Memorial Sports Arena,337814,7663
