Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
2013,21,OKC,Oklahoma City Thunder,26.0,60.0,22.0,64,18,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.34,0.24,0.58,26.7,73.4,Chesapeake Energy Arena,746323,18203
2013,16,MIA,Miami Heat,30.3,66.0,16.0,62,20,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.3,0.28,0.59,22.2,73.0,AmericanAirlines Arena,819290,19983
2013,27,SAS,San Antonio Spurs,28.6,58.0,24.0,58,24,6.4,0.27,6.67,108.3,101.6,6.7,94.2,0.26,0.26,0.57,20.5,74.9,AT&T Center,755700,18432
2013,13,LAC,Los Angeles Clippers,28.8,56.0,26.0,59,23,6.45,-0.02,6.43,110.6,103.6,7.0,91.1,0.29,0.26,0.56,28.8,73.5,STAPLES Center,788293,19227
2013,8,DEN,Denver Nuggets,26.1,57.0,25.0,55,27,5.09,0.28,5.37,110.4,105.1,5.3,95.1,0.31,0.22,0.55,31.4,71.8,Pepsi Center,730616,17820
2013,15,MEM,Memphis Grizzlies,27.0,56.0,26.0,54,28,4.15,0.18,4.32,104.9,100.3,4.6,88.4,0.26,0.17,0.51,31.0,74.3,FedEx Forum,681613,16625
2013,20,NYK,New York Knicks,30.2,54.0,28.0,53,29,4.23,-0.5,3.73,111.1,106.3,4.8,89.8,0.26,0.35,0.55,25.6,74.7,Madison Square Garden (IV),780353,19033
2013,11,HOU,Houston Rockets,24.4,45.0,37.0,50,32,3.48,0.22,3.69,109.7,106.1,3.6,96.1,0.31,0.35,0.56,26.4,75.2,Toyota Center,683564,16672
2013,12,IND,Indiana Pacers,25.7,49.0,32.0,52,29,4.02,-0.69,3.34,104.3,99.8,4.5,90.2,0.29,0.24,0.52,30.3,74.6,Bankers Life Fieldhouse,626069,15270
2013,14,LAL,Los Angeles Lakers,30.7,45.0,37.0,44,38,1.16,0.32,1.48,107.8,106.6,1.2,94.4,0.34,0.3,0.55,27.0,74.3,STAPLES Center,778877,18997
