Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
1991,5,CHI,Chicago Bulls,26.9,61.0,21.0,63,19,9.1,-0.53,8.57,114.6,105.2,9.4,95.6,0.3,0.06,0.56,34.7,68.8,Chicago Stadium,757745,
1991,25,POR,Portland Trail Blazers,27.9,63.0,19.0,62,20,8.68,-0.21,8.47,112.8,104.3,8.5,100.5,0.34,0.12,0.55,33.8,70.4,Memorial Coliseum,528244,12884.0
1991,14,LAL,Los Angeles Lakers,28.4,58.0,24.0,59,23,6.74,-0.01,6.73,112.1,105.0,7.1,94.1,0.33,0.11,0.55,33.0,68.3,Great Western Forum,682024,17505.0
1991,24,PHO,Phoenix Suns,26.9,55.0,27.0,57,25,6.55,-0.06,6.49,112.6,106.1,6.5,101.0,0.37,0.06,0.56,33.0,68.5,Arizona Veterans Memorial Coliseum,589591,
1991,2,BOS,Boston Celtics,28.2,56.0,26.0,56,26,5.82,-0.6,5.22,112.6,106.7,5.9,98.5,0.28,0.05,0.56,33.0,69.3,Boston Garden,611537,
1991,27,SAS,San Antonio Spurs,26.0,55.0,27.0,53,29,4.51,-0.21,4.3,107.8,103.3,4.5,98.6,0.35,0.04,0.54,33.3,70.3,HemisFair Arena,651965,
1991,11,HOU,Houston Rockets,27.3,52.0,30.0,50,32,3.5,-0.23,3.27,107.4,103.9,3.5,98.5,0.3,0.14,0.53,34.4,66.9,The Summit,613230,
1991,29,UTA,Utah Jazz,28.7,54.0,28.0,50,32,3.33,-0.15,3.18,108.6,105.1,3.5,95.3,0.38,0.07,0.56,27.6,69.2,Salt Palace,514751,
1991,9,DET,Detroit Pistons,30.5,50.0,32.0,50,32,3.27,-0.19,3.08,108.2,104.6,3.6,91.9,0.32,0.06,0.52,34.7,71.0,The Palace of Auburn Hills,879614,
1991,17,MIL,Milwaukee Bucks,29.3,48.0,34.0,48,34,2.48,-0.15,2.33,109.7,107.2,2.5,96.1,0.32,0.11,0.55,31.8,66.1,Bradley Center,673687,
1991,10,GSW,Golden State Warriors,26.5,44.0,38.0,45,37,1.63,0.09,1.72,111.9,110.3,1.6,103.6,0.38,0.11,0.56,31.0,64.1,Oakland-Alameda County Coliseum Arena,616025,
1991,21,SEA,Seattle Supersonics,26.2,41.0,41.0,44,38,1.23,0.08,1.31,109.7,108.5,1.2,96.2,0.3,0.06,0.54,36.3,66.3,Seattle Center Coliseum,501250,
1991,1,ATL,Atlanta Hawks,29.0,43.0,39.0,43,39,0.77,-0.05,0.72,110.9,110.1,0.8,98.6,0.35,0.12,0.54,33.1,69.1,Omni Coliseum,529161,
1991,12,IND,Indiana Pacers,26.4,41.0,41.0,40,42,-0.39,0.02,-0.37,111.7,112.1,-0.4,99.4,0.35,0.11,0.57,30.6,66.4,Market Square Arena,465650,
1991,23,PHI,Philadelphia 76Ers,28.4,44.0,38.0,41,41,-0.18,-0.21,-0.39,107.9,108.1,-0.2,95.7,0.34,0.09,0.54,28.1,68.3,The Spectrum,624582,
1991,20,NYK,New York Knicks,28.1,39.0,43.0,40,42,-0.23,-0.2,-0.43,107.1,107.3,-0.2,95.0,0.32,0.08,0.54,31.1,68.5,Madison Square Garden (IV),654962,
1991,6,CLE,Cleveland Cavaliers,26.8,33.0,49.0,34,48,-2.46,0.14,-2.33,106.1,108.7,-2.6,95.1,0.32,0.07,0.53,29.7,68.0,Coliseum at Richfield,623735,
1991,13,LAC,Los Angeles Clippers,25.1,31.0,51.0,32,50,-3.45,0.29,-3.16,103.0,106.5,-3.5,99.9,0.31,0.06,0.51,33.3,69.2,Los Angeles Memorial Sports Arena,522111,
1991,18,MIN,Minnesota Timberwolves,26.2,29.0,53.0,30,52,-3.93,0.18,-3.75,106.7,110.9,-4.2,92.3,0.29,0.05,0.5,34.9,65.9,Target Center,779530,
1991,22,ORL,Orlando Magic,26.1,31.0,51.0,31,51,-3.98,0.18,-3.79,105.9,109.9,-4.0,99.5,0.34,0.1,0.52,33.0,68.9,Orlando Arena,617668,
1991,7,DAL,Dallas Mavericks,30.6,28.0,54.0,29,53,-4.57,0.31,-4.27,105.5,110.3,-4.8,94.2,0.29,0.09,0.53,28.3,67.9,Reunion Arena,683927,
1991,3,NJN,New Jersey Nets,26.2,26.0,56.0,29,53,-4.51,-0.02,-4.53,102.9,107.4,-4.5,99.3,0.3,0.08,0.5,35.7,64.6,Brendan Byrne Arena,480786,
1991,30,WSB,Washington Bullets,26.5,30.0,52.0,28,54,-4.98,0.14,-4.84,103.0,108.1,-5.1,97.5,0.28,0.04,0.51,32.2,66.0,Capital Centre,443683,
1991,4,CHO,Charlotte Hornets,25.5,26.0,56.0,27,55,-5.24,0.3,-4.95,105.0,110.4,-5.4,97.3,0.32,0.06,0.53,29.0,65.7,Charlotte Coliseum,978141,
1991,16,MIA,Miami Heat,24.0,24.0,58.0,25,57,-5.99,0.08,-5.91,102.0,108.1,-6.1,99.3,0.32,0.06,0.51,34.3,66.2,Miami Arena,615328,
1991,26,SAC,Sacramento Kings,25.9,25.0,57.0,23,59,-6.78,0.51,-6.27,102.0,109.1,-7.1,94.7,0.31,0.08,0.51,28.8,65.6,ARCO Arena (II),697604,
1991,8,DEN,Denver Nuggets,26.5,20.0,62.0,19,63,-10.91,0.6,-10.31,105.2,114.7,-9.5,113.7,0.26,0.12,0.5,33.1,67.1,McNichols Sports Arena,438103,
