Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
2016,10,GSW,Golden State Warriors,27.4,73.0,9.0,65,17,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.36,0.59,23.5,76.0,Oracle Arena,803436,19596
2016,27,SAS,San Antonio Spurs,30.3,67.0,15.0,67,15,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.25,0.22,0.56,23.0,79.1,AT&T Center,756445,18450
2016,21,OKC,Oklahoma City Thunder,25.8,55.0,27.0,59,23,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.29,0.28,0.56,31.1,76.0,Chesapeake Energy Arena,746323,18203
2016,6,CLE,Cleveland Cavaliers,28.1,57.0,25.0,57,25,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.26,0.35,0.56,25.1,78.5,Quicken Loans Arena,843042,20562
2016,13,LAC,Los Angeles Clippers,29.7,53.0,29.0,53,29,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.32,0.32,0.56,20.1,73.8,STAPLES Center,786910,19193
2016,28,TOR,Toronto Raptors,26.3,56.0,26.0,53,29,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.33,0.29,0.55,24.6,77.7,Air Canada Centre,812863,19826
2016,1,ATL,Atlanta Hawks,28.2,48.0,34.0,51,31,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.24,0.34,0.55,19.1,74.6,Philips Arena,690150,16833
2016,2,BOS,Boston Celtics,25.2,48.0,34.0,50,32,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.26,0.29,0.53,25.1,74.6,TD Garden,749076,18270
2016,4,CHO,Charlotte Hornets,26.0,48.0,34.0,49,33,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.35,0.55,20.0,79.8,Time Warner Cable Arena,716894,17485
2016,29,UTA,Utah Jazz,24.2,40.0,42.0,46,36,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.29,0.3,0.54,25.9,77.7,Vivint Smart Home Arena,791489,19305
2016,12,IND,Indiana Pacers,26.9,45.0,37.0,46,36,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.27,0.27,0.54,23.4,76.0,Bankers Life Fieldhouse,690733,16847
