Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,ORB%,DRB%,Arena,Attend.,Attend./G
2016,16,MIA,Miami Heat,28.4,48.0,34.0,46,36,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.28,0.22,0.55,23.8,77.8,AmericanAirlines Arena,809350,19740
2016,25,POR,Portland Trail Blazers,24.3,44.0,38.0,43,39,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.27,0.33,0.55,25.9,76.2,Moda Center,794085,19368
2016,9,DET,Detroit Pistons,25.0,44.0,38.0,43,39,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.3,0.3,0.52,27.0,79.3,The Palace of Auburn Hills,677138,16516
2016,11,HOU,Houston Rockets,27.8,41.0,41.0,42,40,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.35,0.37,0.55,25.7,72.8,Toyota Center,737244,17982
2016,7,DAL,Dallas Mavericks,30.3,42.0,40.0,40,42,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.26,0.34,0.54,20.6,76.2,American Airlines Center,825901,20144
2016,30,WAS,Washington Wizards,27.3,41.0,41.0,40,42,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.26,0.28,0.54,20.6,77.7,Verizon Center,725426,17693
2016,5,CHI,Chicago Bulls,27.6,42.0,40.0,37,45,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.24,0.53,24.5,74.9,United Center,894659,21821
2016,22,ORL,Orlando Magic,23.9,35.0,47.0,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.23,0.26,0.53,23.1,76.5,Amway Center,719275,17515
2016,15,MEM,Memphis Grizzlies,30.5,42.0,40.0,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.3,0.22,0.52,25.3,75.1,FedEx Forum,701894,17119
2016,26,SAC,Sacramento Kings,26.6,33.0,49.0,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.3,0.26,0.55,23.9,74.9,Sleep Train Arena,707526,17222
2016,20,NYK,New York Knicks,27.2,32.0,50.0,33,49,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.26,0.26,0.53,23.7,75.8,Madison Square Garden (IV),812292,19812
2016,8,DEN,Denver Nuggets,24.7,33.0,49.0,33,49,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.28,0.28,0.53,25.8,77.3,Pepsi Center,577898,14095
2016,18,MIN,Minnesota Timberwolves,24.6,29.0,53.0,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.33,0.2,0.55,24.3,74.7,Target Center,581178,14175
2016,19,NOP,New Orleans Pelicans,26.6,30.0,52.0,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.26,0.28,0.54,21.2,78.8,Smoothie King Center,688549,16794
2016,17,MIL,Milwaukee Bucks,23.5,33.0,49.0,29,53,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.28,0.19,0.54,24.9,73.1,BMO Harris Bradley Center,621808,15166
2016,24,PHO,Phoenix Suns,26.0,23.0,59.0,24,58,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.27,0.3,0.53,25.4,77.1,Talking Stick Resort Arena,701405,17107
2016,3,BRK,Brooklyn Nets,26.9,21.0,61.0,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.25,0.22,0.53,24.1,75.7,Barclays Center,620142,15125
2016,14,LAL,Los Angeles Lakers,26.5,17.0,65.0,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.29,0.29,0.51,23.1,74.7,STAPLES Center,778877,18997
2016,23,PHI,Philadelphia 76Ers,23.3,10.0,72.0,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.27,0.33,0.52,20.6,74.0,Wells Fargo Center,614650,14991
