Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2020,10,2907,GSW,Golden State Warriors,Juan Toscano-Anderson,1993-04-10,26.0,NBA,SG,13,6,272,5.1,11.1,0.46,1.4,4.0,0.35,3.7,7.0,0.52,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1,98,112
2021,10,2907,GSW,Golden State Warriors,Juan Toscano-Anderson,1993-04-10,27.0,NBA,SG,29,13,554,4.8,9.1,0.53,1.5,3.8,0.4,3.3,5.3,0.62,1.1,1.5,0.72,1.5,8.5,10.0,5.6,1.5,1.3,2.6,5.0,12.2,114,108
