Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,21.0,ATL,NBA,C,7.0,7.0,277.0,34.0,72.0,0.472,0.0,0.0,,34.0,72.0,0.472,0.472,20.0,27.0,0.741,22.0,51.0,73.0,25.0,3.0,7.0,15.0,26.0,88.0
2009,22.0,ATL,NBA,C,9.0,9.0,252.0,25.0,59.0,0.424,0.0,1.0,0.0,25.0,58.0,0.431,0.424,12.0,18.0,0.667,12.0,40.0,52.0,18.0,6.0,6.0,4.0,26.0,62.0
2010,23.0,ATL,NBA,C,11.0,11.0,388.0,67.0,128.0,0.523,1.0,1.0,1.0,66.0,127.0,0.52,0.527,26.0,31.0,0.839,28.0,71.0,99.0,20.0,8.0,19.0,15.0,35.0,161.0
2011,24.0,ATL,NBA,C,12.0,12.0,468.0,58.0,137.0,0.423,0.0,2.0,0.0,58.0,135.0,0.43,0.423,20.0,26.0,0.769,25.0,90.0,115.0,42.0,5.0,12.0,17.0,33.0,136.0
2012,25.0,ATL,NBA,C,3.0,2.0,108.0,20.0,34.0,0.588,0.0,0.0,,20.0,34.0,0.588,0.588,6.0,8.0,0.75,5.0,20.0,25.0,8.0,4.0,4.0,12.0,11.0,46.0
2013,26.0,ATL,NBA,C,6.0,6.0,218.0,41.0,83.0,0.494,0.0,0.0,,41.0,83.0,0.494,0.494,18.0,27.0,0.667,12.0,41.0,53.0,18.0,6.0,5.0,9.0,17.0,100.0
2015,28.0,ATL,NBA,C,16.0,16.0,522.0,107.0,211.0,0.507,2.0,9.0,0.222,105.0,202.0,0.52,0.512,15.0,20.0,0.75,40.0,98.0,138.0,59.0,13.0,23.0,25.0,34.0,231.0
2016,29.0,ATL,NBA,C,10.0,10.0,327.0,54.0,116.0,0.466,11.0,28.0,0.393,43.0,88.0,0.489,0.513,15.0,16.0,0.938,13.0,52.0,65.0,30.0,12.0,24.0,17.0,25.0,134.0
2017,30.0,BOS,NBA,C,18.0,18.0,610.0,111.0,190.0,0.584,27.0,52.0,0.519,84.0,138.0,0.609,0.655,22.0,29.0,0.759,31.0,87.0,118.0,97.0,15.0,14.0,33.0,33.0,271.0
2018,31.0,BOS,NBA,C,19.0,19.0,679.0,111.0,204.0,0.544,15.0,43.0,0.349,96.0,161.0,0.596,0.581,62.0,75.0,0.827,32.0,125.0,157.0,63.0,19.0,22.0,32.0,39.0,299.0
2019,32.0,BOS,NBA,C,9.0,9.0,310.0,46.0,110.0,0.418,18.0,44.0,0.409,28.0,66.0,0.424,0.5,15.0,18.0,0.833,13.0,68.0,81.0,40.0,4.0,7.0,19.0,21.0,125.0
2020,33.0,PHI,NBA,C,4.0,3.0,129.0,12.0,25.0,0.48,0.0,4.0,0.0,12.0,21.0,0.571,0.48,4.0,7.0,0.571,9.0,20.0,29.0,9.0,1.0,5.0,3.0,14.0,28.0
