PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Tom Chambers,29,12,495,18.1,0.535,0.086,0.304,4.4,23.0,13.5,13.3,1.2,1.8,11.8,25.8,,0.5,0.8,1.3,0.131,,1.6,0.8,2.5,0.6
Kevin Johnson,22,12,494,21.5,0.618,0.055,0.604,2.4,8.2,5.3,39.4,1.8,0.6,19.3,22.3,,1.4,0.6,2.0,0.193,,5.1,0.4,5.4,0.9
Eddie Johnson,29,12,392,13.8,0.47700000000000004,0.184,0.18899999999999997,7.1,15.7,11.3,8.8,1.4,0.3,7.5,23.8,,0.2,0.5,0.7,0.08900000000000001,,0.1,-1.5,-1.3,0.1
Jeff Hornacek,25,12,374,16.8,0.528,0.047,0.168,6.6,12.3,9.4,22.4,2.0,0.5,10.1,18.4,,0.6,0.5,1.1,0.147,,1.1,1.5,2.6,0.4
Dan Majerle,23,12,352,13.5,0.521,0.19399999999999998,0.33299999999999996,6.2,10.4,8.2,5.2,1.7,0.7,8.3,19.8,,0.4,0.4,0.8,0.11199999999999999,,-0.3,0.2,-0.1,0.2
Tyrone Corbin,26,12,310,16.9,0.562,0.0,0.29100000000000004,13.8,14.1,14.0,10.6,3.6,0.8,12.6,13.8,,0.6,0.6,1.1,0.175,,1.7,2.6,4.3,0.5
Mark West,28,12,227,13.5,0.659,0.0,0.28,9.2,14.7,11.9,3.3,1.4,5.0,18.8,11.8,,0.3,0.4,0.7,0.138,,-1.4,2.9,1.5,0.2
Armen Gilliam,24,9,126,18.5,0.602,0.0,0.431,14.2,22.4,18.2,2.2,0.4,0.9,14.1,21.7,,0.3,0.2,0.4,0.159,,1.6,-1.5,0.1,0.1
T.R. Dunn,33,8,79,5.6,0.444,0.0,0.28600000000000003,8.8,10.6,9.7,1.4,2.9,0.0,20.2,4.8,,0.0,0.1,0.1,0.076,,-3.0,1.1,-1.9,0.0
Tim Perry,23,4,17,9.0,0.41,0.0,0.5,5.8,6.1,6.0,0.0,5.4,3.5,17.0,13.4,,0.0,0.0,0.0,0.01,,-2.6,1.9,-0.7,0.0
Andrew Lang,22,4,8,-10.0,0.0,0.0,0.0,37.2,39.1,38.2,13.3,0.0,0.0,60.0,24.1,,-0.1,0.0,-0.1,-0.428,,-19.5,-4.3,-23.9,0.0
Ed Nealy,28,4,6,11.5,0.33299999999999996,0.0,0.0,16.6,34.8,25.4,0.0,0.0,0.0,0.0,19.3,,0.0,0.0,0.0,0.036000000000000004,,-1.6,-4.8,-6.4,0.0
