PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Chris Mullin,25,8,341,22.2,0.61,0.049,0.41100000000000003,3.3,10.2,6.8,16.7,1.9,1.8,14.3,26.3,,0.7,0.2,0.9,0.132,,4.5,0.1,4.6,0.6
Mitch Richmond,23,8,314,15.9,0.531,0.11900000000000001,0.281,3.2,14.8,9.1,16.1,2.1,0.2,13.7,22.4,,0.2,0.2,0.4,0.064,,0.7,-0.6,0.1,0.2
Winston Garland,24,8,270,12.1,0.485,0.031,0.28600000000000003,5.2,6.8,6.0,14.5,2.2,0.4,12.0,18.6,,0.1,0.1,0.2,0.032,,-1.6,-0.8,-2.5,0.0
Rod Higgins,29,8,267,18.8,0.614,0.42700000000000005,0.415,8.7,13.0,10.9,10.1,2.3,1.5,10.2,16.2,,0.7,0.2,0.9,0.161,,4.4,0.7,5.0,0.5
Terry Teagle,28,8,240,17.5,0.524,0.013999999999999999,0.156,6.3,8.9,7.6,7.0,1.6,0.7,7.9,27.3,,0.2,0.1,0.3,0.06,,0.8,-1.9,-1.1,0.1
Manute Bol,26,8,148,5.4,0.23,0.611,0.19399999999999998,3.4,17.0,10.3,0.8,0.6,10.9,7.1,11.4,,-0.4,0.2,-0.2,-0.071,,-6.4,2.3,-4.1,-0.1
Larry Smith,31,8,148,8.3,0.25,0.0,0.0,11.6,15.0,13.3,12.5,1.9,4.1,27.3,5.9,,-0.1,0.1,0.1,0.028999999999999998,,-2.6,2.2,-0.4,0.1
Steve Alford,24,6,52,13.8,0.526,0.409,0.182,3.9,3.7,3.8,13.4,1.8,0.0,4.0,19.0,,0.1,0.0,0.1,0.09300000000000001,,1.4,-0.2,1.2,0.0
Otis Smith,25,4,49,13.2,0.382,0.0,0.083,12.3,13.8,13.1,17.3,1.9,1.1,7.4,21.9,,0.0,0.0,0.0,-0.005,,0.5,-0.2,0.3,0.0
Ralph Sampson,28,3,43,10.4,0.42100000000000004,0.182,0.182,14.1,18.0,16.1,3.4,1.1,2.6,14.4,25.8,,-0.1,0.0,-0.1,-0.064,,-4.6,-2.8,-7.4,-0.1
Ben McDonald,26,5,40,0.5,0.255,0.3,0.4,10.1,9.7,9.9,3.0,3.5,1.4,25.4,15.8,,-0.2,0.0,-0.1,-0.155,,-8.4,-1.2,-9.6,-0.1
Orlando Graham,23,2,8,4.4,0.521,0.0,1.0,0.0,12.1,6.2,0.0,0.0,0.0,25.8,19.4,,0.0,0.0,0.0,-0.121,,-4.4,-3.2,-7.6,0.0
