SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1989,2,BOS,Reggie Lewis,23,3,125,14.7,0.5,0.04,0.24,4.7,14.7,9.8,15.6,2.1,0.0,11.6,24.6,,-0.1,0.2,0.1,0.03,,1.2,0.6,1.7,0.1
1989,2,BOS,Brian Shaw,22,3,124,15.1,0.54,0.02,0.21,1.9,13.9,8.0,25.8,1.3,0.0,11.3,19.1,,0.1,0.1,0.2,0.09,,1.7,1.2,2.9,0.2
1989,2,BOS,Kevin McHale,31,3,115,17.4,0.56,0.0,0.56,7.1,17.0,12.1,13.1,0.4,1.1,7.3,21.5,,0.2,0.1,0.3,0.14,,3.6,0.2,3.9,0.2
1989,2,BOS,Robert Parish,35,3,112,14.7,0.49,0.0,0.2,6.3,20.6,13.5,9.0,1.8,1.1,11.1,21.6,,-0.1,0.2,0.1,0.04,,1.8,-0.1,1.7,0.1
1989,2,BOS,Joe Kleine,27,3,65,8.6,0.64,0.09,0.82,7.2,23.0,15.2,4.5,0.0,1.0,28.6,14.4,,0.0,0.1,0.1,0.04,,-2.7,-0.4,-3.1,0.0
1989,2,BOS,Dennis Johnson,34,3,59,3.2,0.27,0.0,0.0,4.0,3.9,3.9,21.7,2.6,0.0,16.7,13.7,,-0.2,0.1,-0.1,-0.09,,-5.2,-0.4,-5.6,-0.1
1989,2,BOS,Ed Pinckney,25,3,45,-1.7,0.31,0.0,0.17,5.2,7.7,6.5,3.2,1.1,1.4,23.7,16.8,,-0.2,0.0,-0.2,-0.16,,-8.4,-2.7,-11.0,-0.1
1989,2,BOS,Kevin Gamble,23,1,29,5.9,0.34,0.09,0.18,4.0,0.0,2.0,10.9,1.8,0.0,0.0,18.3,,-0.1,0.0,0.0,-0.08,,-1.9,-1.6,-3.5,0.0
1989,2,BOS,Kelvin Upshaw,26,3,24,11.7,0.42,0.0,0.0,0.0,9.6,4.8,37.0,2.2,0.0,7.7,24.3,,0.0,0.0,0.0,-0.02,,-1.5,0.8,-0.7,0.0
1989,2,BOS,Otis Birdsong,33,3,20,-5.7,0.2,0.4,0.0,0.0,11.5,5.8,6.9,2.6,3.1,37.5,17.9,,-0.2,0.0,-0.1,-0.29,,-11.6,0.1,-11.5,0.0
1989,2,BOS,Mark Acres,26,2,2,-9.1,0.0,1.0,0.0,0.0,57.6,29.0,0.0,0.0,0.0,0.0,22.4,,0.0,0.0,0.0,-0.45,,-12.9,-5.9,-18.8,0.0
