Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,21,3127,SEA,Seattle Supersonics,Damien Wilkins,1980-01-11,25.0,NBA,SF,29.0,520.0,13.4,0.5,0.35,0.2,6.9,8.7,7.8,8.5,2.3,1.5,8.0,17.7,0.7,0.3,1.0,0.09,0.2,-0.2,0.0,0.3
2006,21,3127,SEA,Seattle Supersonics,Damien Wilkins,1980-01-11,26.0,NBA,SF,82.0,1525.0,13.1,0.53,0.13,0.37,6.2,9.1,7.6,10.8,2.5,0.6,14.4,17.4,1.7,0.1,1.7,0.05,-0.8,-0.9,-1.6,0.1
2007,21,3127,SEA,Seattle Supersonics,Damien Wilkins,1980-01-11,27.0,NBA,SF,82.0,2037.0,13.1,0.54,0.2,0.28,5.1,8.4,6.7,12.0,2.4,0.6,14.6,17.7,1.8,1.0,2.8,0.07,-0.7,-0.2,-0.9,0.6
2008,21,3127,SEA,Seattle Supersonics,Damien Wilkins,1980-01-11,28.0,NBA,SF,76.0,1843.0,11.3,0.47,0.23,0.21,4.3,10.2,7.2,12.7,1.7,0.7,10.8,19.4,-0.1,1.2,1.0,0.03,-2.0,-0.3,-2.3,-0.2
2009,21,3127,OKC,Oklahoma City Thunder,Damien Wilkins,1980-01-11,29.0,NBA,SG,41.0,636.0,8.3,0.47,0.34,0.22,3.6,9.2,6.3,9.1,1.8,0.8,13.7,18.8,-0.4,0.4,0.0,0.0,-3.8,-0.9,-4.7,-0.4
2010,18,3127,MIN,Minnesota Timberwolves,Damien Wilkins,1980-01-11,30.0,NBA,SF,80.0,1585.0,11.5,0.52,0.16,0.34,5.0,12.7,8.8,12.5,2.1,1.2,14.8,14.1,0.9,1.0,1.9,0.06,-2.0,0.7,-1.3,0.3
2011,1,3127,ATL,Atlanta Hawks,Damien Wilkins,1980-01-11,31.0,NBA,SF,52.0,676.0,11.4,0.56,0.07,0.41,4.1,11.9,8.0,9.3,2.1,1.0,11.5,12.8,0.7,0.8,1.5,0.1,-2.4,1.4,-1.0,0.2
2012,9,3127,DET,Detroit Pistons,Damien Wilkins,1980-01-11,32.0,NBA,SF,60.0,922.0,6.9,0.44,0.12,0.28,2.8,10.4,6.5,7.5,1.7,1.1,12.2,12.4,-0.2,0.6,0.4,0.02,-4.2,0.2,-4.0,-0.5
2013,23,3127,PHI,Philadelphia 76Ers,Damien Wilkins,1980-01-11,33.0,NBA,SG,61.0,1095.0,12.5,0.53,0.16,0.34,3.2,7.8,5.4,12.9,1.8,1.3,11.9,17.4,1.0,0.9,1.9,0.08,-2.3,0.1,-2.2,-0.1
2018,12,3127,IND,Indiana Pacers,Damien Wilkins,1980-01-11,38.0,NBA,SF,19.0,152.0,4.9,0.4,0.46,0.1,3.7,8.1,5.9,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.02,-4.2,-1.9,-6.1,-0.2
