PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marc Gasol,32,6,6,240,5.9,12.4,0.47,1.0,1.8,0.583,4.8,10.6,0.451,4.6,5.0,0.9390000000000001,1.0,4.8,5.9,3.7,0.3,0.6,2.3,3.3,17.4
Mike Conley,29,6,6,224,8.0,16.6,0.485,2.7,6.1,0.447,5.3,10.4,0.508,5.0,5.9,0.838,0.2,3.1,3.2,6.8,1.6,0.5,1.9,1.8,23.8
Vince Carter,40,6,6,195,3.7,7.8,0.47600000000000003,1.5,3.7,0.4,2.2,4.1,0.545,1.3,1.3,1.0,0.7,3.0,3.7,1.7,0.4,0.0,1.8,2.8,10.2
Zach Randolph,35,6,4,191,6.6,15.6,0.42200000000000004,0.2,1.3,0.14300000000000002,6.4,14.3,0.447,1.5,2.1,0.727,1.7,7.5,9.2,0.8,0.9,0.4,1.3,2.6,14.9
James Ennis,26,6,4,159,3.6,8.6,0.42100000000000004,1.4,4.3,0.316,2.3,4.3,0.526,2.7,3.2,0.857,1.8,3.8,5.7,1.6,1.1,0.5,1.6,4.5,11.3
Andrew Harrison,22,6,0,119,3.9,8.8,0.44799999999999995,1.5,3.9,0.385,2.4,4.8,0.5,2.4,2.7,0.889,1.2,2.1,3.3,3.9,0.9,0.3,0.9,4.2,11.8
JaMychal Green,26,6,2,118,5.2,11.0,0.47200000000000003,2.1,4.9,0.43799999999999994,3.1,6.1,0.5,0.9,0.9,1.0,0.9,5.2,6.1,0.6,0.0,0.0,1.2,6.4,13.4
Wayne Selden,22,6,2,106,3.1,8.8,0.34600000000000003,0.7,3.7,0.182,2.4,5.1,0.467,1.0,1.4,0.75,1.0,2.0,3.1,2.4,0.3,0.3,0.7,2.7,7.8
Troy Daniels,25,6,0,68,1.6,4.8,0.33299999999999996,1.6,4.8,0.33299999999999996,0.0,0.0,,0.0,0.0,,0.5,2.1,2.6,1.1,1.1,0.0,1.1,0.5,4.8
Wade Baldwin,20,3,0,12,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,6.0,6.0,1.0,3.0,9.0,12.0,6.0,0.0,0.0,0.0,9.0,6.0
Brandan Wright,29,2,0,12,6.0,15.0,0.4,0.0,0.0,,6.0,15.0,0.4,0.0,0.0,,3.0,3.0,6.0,0.0,0.0,6.0,3.0,0.0,12.0
Deyonta Davis,20,3,0,11,9.8,16.4,0.6,0.0,0.0,,9.8,16.4,0.6,3.3,6.5,0.5,6.5,9.8,16.4,0.0,0.0,0.0,0.0,6.5,22.9
Jarell Martin,22,3,0,10,3.6,10.8,0.33299999999999996,0.0,0.0,,3.6,10.8,0.33299999999999996,0.0,0.0,,7.2,7.2,14.4,0.0,3.6,0.0,0.0,7.2,7.2
