Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,3,1445,NJN,New Jersey Nets,Richard Jefferson,"June 21, 1980",21.0,NBA,SF,20.0,0.0,22.1,2.7,5.7,0.46,0.0,0.1,0.0,2.7,5.6,0.47,0.46,1.7,3.0,0.55,0.8,3.8,4.6,1.3,0.6,0.5,1.3,2.0,7.0
2003,3,1445,NJN,New Jersey Nets,Richard Jefferson,"June 21, 1980",22.0,NBA,SF,20.0,20.0,35.6,5.5,11.6,0.48,0.0,0.2,0.0,5.5,11.4,0.48,0.48,3.1,4.3,0.72,1.5,4.9,6.4,2.4,0.8,0.2,2.3,3.4,14.1
2004,3,1445,NJN,New Jersey Nets,Richard Jefferson,"June 21, 1980",23.0,NBA,SF,11.0,11.0,41.8,6.0,14.4,0.42,0.8,3.0,0.27,5.2,11.4,0.46,0.45,7.0,9.8,0.71,1.3,5.0,6.3,3.8,1.3,0.7,3.9,3.2,19.8
2005,3,1445,NJN,New Jersey Nets,Richard Jefferson,"June 21, 1980",24.0,NBA,SF,4.0,1.0,35.0,5.0,12.5,0.4,0.5,2.5,0.2,4.5,10.0,0.45,0.42,5.3,7.8,0.68,2.0,3.5,5.5,2.3,0.8,0.0,2.0,3.5,15.8
2006,3,1445,NJN,New Jersey Nets,Richard Jefferson,"June 21, 1980",25.0,NBA,SF,11.0,11.0,39.7,8.2,15.0,0.55,1.1,2.6,0.41,7.1,12.4,0.57,0.58,4.7,5.7,0.82,0.6,3.5,4.1,4.1,0.9,0.4,2.7,2.9,22.2
2007,3,1445,NJN,New Jersey Nets,Richard Jefferson,"June 21, 1980",26.0,NBA,SF,12.0,12.0,40.8,6.8,14.0,0.48,1.1,3.3,0.32,5.7,10.7,0.53,0.52,5.1,5.5,0.92,0.3,5.3,5.6,2.3,0.8,0.4,2.3,2.0,19.7
2010,27,1445,SAS,San Antonio Spurs,Richard Jefferson,"June 21, 1980",29.0,NBA,SF,10.0,10.0,33.4,3.4,7.0,0.49,0.1,0.5,0.2,3.3,6.5,0.51,0.49,2.5,3.3,0.76,0.8,4.5,5.3,1.8,0.6,0.6,1.5,2.0,9.4
2011,27,1445,SAS,San Antonio Spurs,Richard Jefferson,"June 21, 1980",30.0,NBA,SF,6.0,6.0,29.3,2.0,5.2,0.39,1.0,2.8,0.35,1.0,2.3,0.43,0.48,1.5,1.8,0.82,0.3,3.8,4.2,0.8,0.5,0.5,1.0,2.2,6.5
2013,10,1445,GSW,Golden State Warriors,Richard Jefferson,"June 21, 1980",32.0,NBA,SF,7.0,0.0,5.6,0.6,1.3,0.44,0.3,0.4,0.67,0.3,0.9,0.33,0.56,0.4,1.3,0.33,0.3,0.7,1.0,0.1,0.1,0.1,0.0,0.7,1.9
2015,7,1445,DAL,Dallas Mavericks,Richard Jefferson,"June 21, 1980",34.0,NBA,SF,4.0,2.0,12.8,1.3,3.5,0.36,0.8,2.0,0.38,0.5,1.5,0.33,0.46,0.5,0.5,1.0,0.0,0.5,0.5,0.3,0.5,0.0,0.8,2.3,3.8
2016,6,1445,CLE,Cleveland Cavaliers,Richard Jefferson,"June 21, 1980",35.0,NBA,SF,21.0,2.0,18.1,2.1,4.0,0.52,0.5,1.3,0.39,1.6,2.7,0.59,0.59,0.7,1.0,0.75,0.8,2.8,3.5,0.7,0.5,0.0,0.6,1.6,5.4
2017,6,1445,CLE,Cleveland Cavaliers,Richard Jefferson,"June 21, 1980",36.0,NBA,SF,14.0,0.0,12.8,1.1,2.7,0.42,0.4,1.4,0.26,0.8,1.4,0.58,0.49,1.3,2.0,0.64,0.7,1.1,1.8,0.5,0.1,0.2,0.6,2.1,3.9
