Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,24.0,KCK,NBA,C,78.0,50.0,1741.0,8.2,13.3,0.613,0.0,0.0,,8.2,13.3,0.613,4.4,6.8,0.642,3.1,6.3,9.5,1.9,0.8,1.8,4.1,7.7,20.7
1983,25.0,KCK,NBA,C,79.0,21.0,1544.0,8.7,13.9,0.624,0.0,0.0,,8.7,13.9,0.624,4.3,7.6,0.574,3.3,6.0,9.3,2.2,0.9,1.9,4.2,7.5,21.6
1984,26.0,TOT,NBA,C,81.0,21.0,1487.0,7.3,13.1,0.559,0.0,0.0,,7.3,13.1,0.559,4.0,6.9,0.575,3.9,6.2,10.1,2.0,0.9,1.7,4.0,7.4,18.6
1984,26.0,KCK,NBA,C,50.0,12.0,893.0,7.6,13.8,0.553,0.0,0.0,,7.6,13.8,0.553,4.1,7.1,0.571,3.8,6.4,10.2,2.5,0.9,1.9,4.2,7.6,19.3
1984,26.0,CHI,NBA,C,31.0,9.0,594.0,6.8,12.0,0.571,0.0,0.0,,6.8,12.0,0.571,3.9,6.7,0.582,4.1,5.9,10.1,1.1,0.9,1.3,3.6,7.2,17.6
1985,27.0,CHI,NBA,C,74.0,54.0,1659.0,6.1,11.2,0.545,0.0,0.1,0.0,6.1,11.1,0.548,3.9,5.5,0.718,3.2,6.3,9.5,1.4,0.8,1.3,3.3,5.8,16.1
1986,28.0,SAS,NBA,C,71.0,55.0,1828.0,7.1,11.3,0.632,0.0,0.0,,7.1,11.3,0.632,5.1,7.3,0.694,2.8,6.3,9.1,1.9,0.9,1.3,3.8,5.7,19.4
1987,29.0,POR,NBA,C,79.0,74.0,2345.0,7.6,13.6,0.556,0.0,0.0,,7.6,13.6,0.556,5.3,7.5,0.698,3.0,5.7,8.7,2.4,0.8,1.2,4.2,5.2,20.4
1988,30.0,POR,NBA,C,43.0,33.0,1050.0,8.8,16.7,0.529,0.0,0.0,0.0,8.8,16.7,0.53,5.0,8.5,0.586,2.9,5.4,8.3,2.0,0.6,1.1,4.2,5.2,22.7
1989,31.0,POR,NBA,C,72.0,11.0,1477.0,7.2,13.8,0.524,0.0,0.0,,7.2,13.8,0.524,3.1,6.0,0.527,3.3,5.4,8.7,2.6,0.5,1.1,3.4,6.2,17.6
1990,32.0,TOT,NBA,C,25.0,0.0,259.0,6.7,12.8,0.522,0.0,0.0,,6.7,12.8,0.522,2.9,4.9,0.6,2.6,4.7,7.4,2.4,0.4,0.7,4.3,7.8,16.3
1990,32.0,MIN,NBA,C,4.0,0.0,17.0,0.0,4.2,0.0,0.0,0.0,,0.0,4.2,0.0,0.0,0.0,,0.0,6.4,6.4,2.1,0.0,0.0,12.7,8.5,0.0
1990,32.0,SEA,NBA,C,21.0,0.0,242.0,7.1,13.4,0.533,0.0,0.0,,7.1,13.4,0.533,3.1,5.2,0.6,2.8,4.6,7.4,2.4,0.4,0.7,3.7,7.7,17.4
1991,33.0,GSW,NBA,C,24.0,8.0,228.0,5.4,9.9,0.54,0.0,0.0,,5.4,9.9,0.54,3.5,5.8,0.595,2.8,6.2,9.0,2.7,0.6,0.6,3.9,7.9,14.2
