Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2011,27,2248,SAS,San Antonio Spurs,Tony Parker,28,6,6,221,10.3,22.3,0.46,0.2,1.9,0.12,10.1,20.3,0.49,7.4,9.8,0.76,0.2,3.6,3.8,7.4,1.9,0.5,4.8,2.4,28.2,101.0,108
2011,27,800,SAS,San Antonio Spurs,Tim Duncan,34,6,6,212,8.2,17.2,0.48,0.0,0.0,,8.2,17.2,0.48,2.5,4.0,0.62,4.0,11.7,15.7,4.0,0.7,3.7,4.5,4.2,19.0,94.0,102
2011,27,1288,SAS,San Antonio Spurs,George Hill,24,6,1,189,5.6,14.0,0.4,1.1,4.2,0.27,4.5,9.8,0.46,7.3,8.4,0.87,1.4,7.0,8.4,3.9,2.5,0.6,2.2,4.2,19.6,112.0,104
2011,27,1444,SAS,San Antonio Spurs,Richard Jefferson,30,6,6,176,3.6,9.3,0.39,1.8,5.1,0.35,1.8,4.2,0.43,2.7,3.3,0.82,0.6,6.9,7.5,1.5,0.9,0.9,1.8,3.9,11.7,101.0,107
2011,27,1040,SAS,San Antonio Spurs,Manu Ginobili,33,5,5,174,9.4,21.3,0.44,2.7,8.5,0.32,6.7,12.8,0.52,9.7,12.5,0.78,0.6,5.5,6.1,6.4,4.0,0.9,5.2,4.0,31.3,107.0,102
2011,27,1926,SAS,San Antonio Spurs,Antonio McDyess,36,6,6,145,5.5,13.1,0.42,0.0,0.0,,5.5,13.1,0.42,1.5,2.6,0.57,3.6,7.3,10.9,2.9,0.7,1.8,2.6,7.7,12.4,91.0,106
2011,27,291,SAS,San Antonio Spurs,Matt Bonner,30,6,0,123,5.2,10.7,0.48,2.6,7.7,0.33,2.6,3.0,0.86,3.4,4.3,0.8,3.0,5.2,8.2,0.9,0.4,0.4,0.4,7.7,16.3,137.0,109
2011,27,2120,SAS,San Antonio Spurs,Gary Neal,26,6,0,111,8.1,21.9,0.37,2.4,9.1,0.26,5.7,12.9,0.44,3.3,3.3,1.0,1.0,7.6,8.6,2.4,0.5,0.5,1.0,5.2,21.9,100.0,108
2011,27,259,SAS,San Antonio Spurs,DeJuan Blair,21,4,0,50,7.4,22.2,0.33,0.0,0.0,,7.4,22.2,0.33,3.2,5.3,0.6,9.5,4.2,13.8,2.1,0.0,1.1,2.1,6.3,18.0,91.0,110
2011,27,2729,SAS,San Antonio Spurs,Tiago Splitter,26,3,0,50,10.6,16.9,0.62,0.0,0.0,,10.6,16.9,0.62,0.0,3.2,0.0,7.4,7.4,14.8,1.1,3.2,1.1,2.1,4.2,21.2,113.0,102
2011,27,1099,SAS,San Antonio Spurs,Danny Green,23,4,0,7,15.1,45.3,0.33,7.6,30.2,0.25,7.6,15.1,0.5,0.0,0.0,,0.0,7.6,7.6,15.1,7.6,7.6,7.6,7.6,37.8,87.0,85
2011,27,2159,SAS,San Antonio Spurs,Steve Novak,27,1,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,,110
