Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,23.0,IND,NBA,PG,80.0,78.0,2442.0,4.3,11.2,0.38,0.6,2.6,0.24,3.6,8.6,0.422,1.9,2.7,0.704,1.1,3.2,4.4,9.5,2.0,0.6,4.0,3.7,11.1
2003,24.0,IND,NBA,PG,73.0,69.0,2237.0,3.5,8.9,0.396,0.7,2.7,0.277,2.8,6.3,0.446,1.3,1.8,0.714,0.9,3.3,4.2,8.8,2.0,0.3,3.1,3.2,9.1
2004,25.0,IND,NBA,PG,52.0,43.0,1378.0,4.0,9.7,0.414,2.0,5.4,0.372,2.0,4.3,0.466,1.3,1.8,0.731,0.7,2.8,3.6,7.9,2.2,0.4,2.9,3.4,11.3
2005,26.0,IND,NBA,PG,40.0,40.0,1301.0,6.0,14.4,0.418,1.6,4.3,0.372,4.4,10.1,0.437,3.4,4.5,0.744,0.7,3.7,4.4,7.1,2.2,0.3,3.7,3.1,17.0
2006,27.0,IND,NBA,PG,42.0,27.0,1122.0,5.1,12.4,0.409,0.5,2.2,0.229,4.6,10.1,0.449,1.9,2.9,0.637,1.1,3.1,4.3,6.8,1.6,0.2,3.5,3.1,12.5
2007,28.0,IND,NBA,PG,72.0,72.0,2243.0,5.6,14.3,0.389,1.0,3.1,0.316,4.6,11.2,0.409,2.8,3.8,0.72,1.0,2.9,3.9,7.9,1.9,0.4,3.2,3.0,14.8
2008,29.0,IND,NBA,PG,39.0,36.0,1293.0,4.9,12.9,0.38,1.1,3.9,0.284,3.8,9.0,0.422,2.0,2.8,0.72,0.7,3.3,3.9,9.1,1.8,0.3,3.6,2.7,12.9
2010,31.0,MEM,NBA,PG,38.0,1.0,589.0,3.2,8.6,0.371,0.4,2.4,0.179,2.8,6.2,0.446,1.3,1.7,0.815,0.7,3.4,4.0,6.6,2.0,0.3,3.9,4.1,8.1
2012,33.0,UTA,NBA,PG,37.0,1.0,507.0,4.0,10.0,0.404,0.7,2.6,0.27,3.3,7.4,0.452,0.9,1.2,0.765,0.4,2.8,3.2,8.7,1.2,0.6,3.7,3.3,9.7
2013,34.0,UTA,NBA,PG,66.0,32.0,1221.0,2.5,6.9,0.368,1.1,3.7,0.307,1.4,3.2,0.439,0.5,0.8,0.692,0.5,2.9,3.4,8.6,1.9,0.4,3.1,3.1,6.8
2014,35.0,UTA,NBA,PG,8.0,5.0,110.0,1.3,6.5,0.2,0.3,4.9,0.067,1.0,1.6,0.6,0.0,0.0,,0.7,2.9,3.6,7.5,0.7,0.0,2.9,3.3,2.9
