PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gerald Wallace,27,4,4,164,4.6,9.7,0.47700000000000004,1.1,2.4,0.455,3.5,7.2,0.485,5.0,7.7,0.657,0.4,7.5,7.9,2.0,1.1,1.3,0.7,2.0,15.4
Stephen Jackson,31,4,4,156,5.5,15.5,0.358,0.7,4.2,0.16699999999999998,4.8,11.3,0.429,4.8,6.0,0.8079999999999999,1.4,3.2,4.6,3.5,1.2,0.2,3.9,3.0,16.6
Boris Diaw,27,4,4,152,3.3,6.6,0.5,0.2,2.1,0.111,3.1,4.5,0.684,0.2,0.5,0.5,1.7,3.1,4.7,3.8,0.2,0.7,2.8,2.6,7.1
Raymond Felton,25,4,4,130,4.7,11.6,0.405,1.1,3.6,0.308,3.6,8.0,0.44799999999999995,2.5,3.3,0.75,0.8,1.9,2.8,5.5,0.6,0.0,1.7,2.2,13.0
D.J. Augustin,22,4,0,73,2.5,8.4,0.294,1.0,3.0,0.33299999999999996,1.5,5.4,0.273,2.5,3.0,0.833,0.5,1.5,2.0,3.5,0.5,0.5,2.0,2.0,8.4
Tyrus Thomas,23,4,0,68,7.9,12.7,0.625,0.0,0.0,,7.9,12.7,0.625,2.6,3.2,0.833,3.2,8.5,11.6,1.1,1.1,1.1,2.1,4.8,18.5
Tyson Chandler,27,4,0,60,3.6,6.6,0.545,0.0,0.0,,3.6,6.6,0.545,1.2,1.8,0.667,1.8,4.2,6.0,1.2,1.2,1.8,2.4,9.6,8.4
Larry Hughes,31,4,0,58,5.0,10.6,0.47100000000000003,2.5,6.2,0.4,2.5,4.3,0.5710000000000001,2.5,4.3,0.5710000000000001,0.6,7.4,8.1,3.7,0.0,0.0,1.9,5.0,14.9
Nazr Mohammed,32,4,0,48,8.2,14.2,0.579,0.0,0.0,,8.2,14.2,0.579,1.5,2.3,0.667,3.7,2.3,6.0,1.5,0.7,1.5,0.7,9.7,18.0
Theo Ratliff,36,4,4,47,2.3,6.1,0.375,0.0,0.0,,2.3,6.1,0.375,0.8,1.5,0.5,0.0,2.3,2.3,0.8,1.5,0.0,1.5,11.5,5.4
Stephen Graham,27,2,0,5,0.0,28.8,0.0,0.0,7.2,0.0,0.0,21.6,0.0,0.0,0.0,,0.0,0.0,0.0,7.2,7.2,0.0,7.2,7.2,0.0
Derrick Brown,22,2,0,1,36.0,36.0,1.0,0.0,0.0,,36.0,36.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
