SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,27,SAS,Tim Duncan,33,10,10,373,7.5,14.5,0.52,0.1,0.2,0.5,7.4,14.3,0.52,3.2,6.7,0.48,2.9,6.7,9.6,2.5,0.8,1.6,2.3,2.6,18.3
2010,27,SAS,Manu Ginobili,32,10,10,352,5.9,14.3,0.41,2.0,6.1,0.33,3.9,8.2,0.48,5.9,6.9,0.87,0.4,3.4,3.8,6.1,2.7,0.2,3.1,3.1,19.8
2010,27,SAS,George Hill,23,10,8,344,4.8,10.7,0.45,1.2,3.0,0.38,3.7,7.6,0.48,3.2,3.9,0.84,0.5,2.7,3.2,0.7,1.0,0.2,0.8,2.2,14.0
2010,27,SAS,Tony Parker,27,10,2,335,7.8,16.5,0.47,0.2,0.3,0.67,7.6,16.2,0.47,2.7,4.5,0.6,1.0,3.1,4.1,5.8,0.6,0.0,2.4,2.1,18.6
2010,27,SAS,Richard Jefferson,29,10,10,334,3.7,7.5,0.49,0.1,0.5,0.2,3.6,7.0,0.51,2.7,3.6,0.76,0.9,4.9,5.7,1.9,0.6,0.6,1.6,2.2,10.1
2010,27,SAS,Antonio McDyess,35,10,10,247,4.8,9.0,0.53,0.0,0.0,,4.8,9.0,0.53,0.3,0.3,1.0,2.6,7.3,9.9,1.7,0.3,1.0,1.3,3.9,9.9
2010,27,SAS,Matt Bonner,29,10,0,173,4.0,9.2,0.43,2.1,5.6,0.37,1.9,3.5,0.53,0.4,0.4,1.0,1.5,5.2,6.7,0.8,0.2,0.6,1.5,4.6,10.4
2010,27,SAS,DeJuan Blair,20,10,0,91,6.3,12.7,0.5,0.0,0.0,,6.3,12.7,0.5,2.0,3.6,0.56,7.5,7.9,15.4,2.0,2.0,1.6,0.8,7.1,14.6
2010,27,SAS,Roger Mason,29,6,0,61,0.6,7.1,0.08,0.6,4.1,0.14,0.0,3.0,0.0,0.0,0.0,,0.0,2.4,2.4,1.2,0.6,0.0,1.2,7.1,1.8
2010,27,SAS,Keith Bogans,29,8,0,55,1.3,6.5,0.2,0.7,3.9,0.17,0.7,2.6,0.25,0.0,0.0,,0.7,3.3,3.9,1.3,1.3,0.7,1.3,5.9,3.3
2010,27,SAS,Ian Mahinmi,23,2,0,19,5.7,11.4,0.5,0.0,0.0,,5.7,11.4,0.5,5.7,7.6,0.75,0.0,3.8,3.8,0.0,0.0,1.9,3.8,5.7,17.1
2010,27,SAS,Garrett Temple,23,6,0,15,2.4,7.2,0.33,2.4,7.2,0.33,0.0,0.0,,2.4,2.4,1.0,0.0,4.8,4.8,4.8,2.4,0.0,4.8,2.4,9.6
