PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derrick Rose,21,5,5,212,9.7,21.2,0.456,0.3,1.0,0.33299999999999996,9.3,20.2,0.462,3.1,3.7,0.818,0.7,2.2,2.9,6.1,0.7,0.0,2.2,1.4,22.8
Luol Deng,24,5,5,203,6.6,14.2,0.46299999999999997,0.2,2.1,0.083,6.4,12.1,0.529,3.4,4.6,0.731,1.4,3.0,4.4,1.2,1.1,0.7,0.5,2.7,16.7
Kirk Hinrich,29,5,5,196,4.0,9.6,0.423,1.5,2.9,0.5,2.6,6.6,0.389,1.8,2.6,0.7140000000000001,0.2,3.9,4.0,3.7,1.3,0.0,0.4,2.6,11.4
Joakim Noah,24,5,5,188,5.4,10.1,0.528,0.0,0.0,,5.4,10.1,0.528,3.4,3.6,0.9470000000000001,3.8,8.6,12.4,2.5,1.7,1.3,2.9,3.8,14.2
Taj Gibson,24,5,5,145,4.0,9.4,0.42100000000000004,0.0,0.0,,4.0,9.4,0.42100000000000004,1.5,2.7,0.545,2.2,6.5,8.7,0.7,0.2,0.7,0.5,4.2,9.4
Ronald Murray,30,5,0,97,5.6,13.7,0.405,1.5,4.5,0.33299999999999996,4.1,9.3,0.44,3.0,3.0,1.0,1.5,3.3,4.8,3.7,0.7,0.0,0.4,1.1,15.6
Brad Miller,33,5,0,93,3.9,10.5,0.37,0.0,1.5,0.0,3.9,8.9,0.435,2.7,2.7,1.0,1.2,5.8,7.0,1.5,0.0,0.4,2.7,6.2,10.5
Hakim Warrick,27,3,0,31,2.3,12.8,0.182,0.0,1.2,0.0,2.3,11.6,0.2,5.8,7.0,0.833,3.5,2.3,5.8,0.0,0.0,0.0,2.3,3.5,10.5
James Johnson,22,4,0,20,0.0,3.6,0.0,0.0,1.8,0.0,0.0,1.8,0.0,0.0,0.0,,1.8,0.0,1.8,1.8,0.0,0.0,3.6,19.8,0.0
Jannero Pargo,30,2,0,8,4.5,22.5,0.2,4.5,9.0,0.5,0.0,13.5,0.0,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,13.5
Chris Richard,25,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,7.2,14.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0
Devin Brown,31,1,0,2,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,0.0,18.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0
