Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,11,HOU,Houston Rockets,Hakeem Olajuwon,34,16,16,629,147,249,0.59,0,3,0.0,147,246,0.6,0.59,76,104,0.73,46,128,174,54,33,41,46,61,370
1997,11,HOU,Houston Rockets,Clyde Drexler,34,16,16,623,105,241,0.44,38,102,0.37,67,139,0.48,0.52,42,54,0.78,25,64,89,77,26,7,36,52,290
1997,11,HOU,Houston Rockets,Charles Barkley,33,16,16,605,86,198,0.43,11,38,0.29,75,160,0.47,0.46,103,134,0.77,64,128,192,54,19,7,43,52,286
1997,11,HOU,Houston Rockets,Mario Elie,33,16,16,598,54,116,0.47,24,60,0.4,30,56,0.54,0.57,52,62,0.84,19,37,56,61,14,4,30,52,184
1997,11,HOU,Houston Rockets,Matt Maloney,25,16,16,526,61,153,0.4,43,108,0.4,18,45,0.4,0.54,14,21,0.67,1,18,19,50,10,3,38,31,179
1997,11,HOU,Houston Rockets,Kevin Willis,34,16,0,295,38,95,0.4,0,1,0.0,38,94,0.4,0.4,26,38,0.68,22,53,75,11,9,4,22,47,102
1997,11,HOU,Houston Rockets,Eddie Johnson,37,16,0,284,48,117,0.41,14,47,0.3,34,70,0.49,0.47,23,24,0.96,15,21,36,10,5,0,7,17,133
1997,11,HOU,Houston Rockets,Sedale Threatt,35,16,0,266,22,56,0.39,9,30,0.3,13,26,0.5,0.47,6,8,0.75,2,15,17,48,6,4,12,35,59
1997,11,HOU,Houston Rockets,Othella Harrington,23,7,0,15,1,2,0.5,0,0,,1,2,0.5,0.5,7,10,0.7,1,3,4,0,0,0,2,1,9
1997,11,HOU,Houston Rockets,Randy Livingston,21,2,0,15,1,4,0.25,1,1,1.0,0,3,0.0,0.38,0,0,,0,0,0,4,1,0,1,1,3
1997,11,HOU,Houston Rockets,Matt Bullard,29,2,0,7,2,2,1.0,2,2,1.0,0,0,,1.5,0,0,,1,1,2,0,0,0,0,1,6
1997,11,HOU,Houston Rockets,Charles Jones,39,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
