Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,23.0,LAL,NBA,PG,10.0,10.0,464.0,5.2,12.6,0.414,1.6,5.1,0.318,3.6,7.4,0.479,3.5,4.6,0.763,0.7,2.3,2.9,5.7,1.6,0.2,1.7,2.6,15.5
1996,24.0,LAL,NBA,PG,4.0,4.0,137.0,4.2,14.2,0.296,1.3,4.2,0.313,2.9,10.0,0.289,2.6,3.4,0.769,1.1,3.2,4.2,7.1,0.5,0.0,2.9,2.6,12.4
1997,25.0,LAL,NBA,PG,9.0,9.0,353.0,4.6,12.1,0.378,1.2,4.5,0.273,3.4,7.6,0.44,2.9,3.5,0.824,0.6,2.5,3.2,5.9,1.0,0.0,1.8,1.9,13.3
1998,26.0,LAL,NBA,PG,13.0,0.0,367.0,4.9,14.8,0.331,2.2,6.9,0.314,2.7,7.9,0.346,2.8,3.9,0.725,0.9,2.3,3.1,5.3,0.8,0.1,2.2,2.9,14.8
2002,30.0,DAL,NBA,SG,8.0,1.0,264.0,5.0,13.8,0.366,1.0,4.6,0.206,4.1,9.1,0.448,1.1,1.6,0.667,1.0,2.3,3.3,4.2,1.1,0.0,1.6,3.5,12.1
2003,31.0,DAL,NBA,SG,20.0,3.0,672.0,8.0,17.5,0.46,2.4,6.0,0.393,5.7,11.5,0.495,2.4,3.4,0.703,1.0,2.7,3.6,4.4,0.6,0.0,2.1,2.5,20.8
2006,34.0,SAS,NBA,PG,12.0,0.0,133.0,1.9,8.7,0.219,0.8,2.7,0.3,1.1,6.0,0.182,2.4,2.4,1.0,0.3,3.0,3.2,4.6,0.8,0.5,1.4,3.8,7.0
