Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",22.0,NBA,SF,42.0,5.0,435.0,53.0,118.0,0.45,20.0,47.0,0.43,33.0,71.0,0.46,0.53,11.0,17.0,0.65,5.0,40.0,45.0,24.0,10.0,14.0,21.0,25.0,137.0
2004,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",23.0,NBA,SF,82.0,80.0,2701.0,338.0,723.0,0.47,57.0,157.0,0.36,281.0,566.0,0.5,0.51,108.0,141.0,0.77,93.0,297.0,390.0,191.0,63.0,69.0,119.0,149.0,841.0
2005,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",24.0,NBA,SF,82.0,82.0,3039.0,469.0,963.0,0.49,47.0,138.0,0.34,422.0,825.0,0.51,0.51,221.0,274.0,0.81,133.0,302.0,435.0,247.0,56.0,71.0,135.0,161.0,1206.0
2006,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",25.0,NBA,SF,82.0,82.0,2898.0,455.0,999.0,0.46,64.0,183.0,0.35,391.0,816.0,0.48,0.49,182.0,238.0,0.76,104.0,242.0,346.0,186.0,62.0,39.0,91.0,96.0,1156.0
2007,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",26.0,NBA,SF,82.0,82.0,3001.0,459.0,997.0,0.46,81.0,210.0,0.39,378.0,787.0,0.48,0.5,172.0,224.0,0.77,144.0,285.0,429.0,227.0,51.0,55.0,98.0,116.0,1171.0
2008,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",27.0,NBA,SF,82.0,82.0,2694.0,421.0,940.0,0.45,53.0,146.0,0.36,368.0,794.0,0.46,0.48,185.0,241.0,0.77,109.0,289.0,398.0,268.0,42.0,33.0,91.0,90.0,1080.0
2009,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",28.0,NBA,SF,82.0,82.0,3057.0,459.0,1020.0,0.45,56.0,141.0,0.4,403.0,879.0,0.46,0.48,189.0,243.0,0.78,128.0,348.0,476.0,253.0,44.0,51.0,101.0,104.0,1163.0
2010,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",29.0,NBA,SF,49.0,49.0,1664.0,282.0,580.0,0.49,27.0,73.0,0.37,255.0,507.0,0.5,0.51,70.0,98.0,0.71,71.0,177.0,248.0,161.0,34.0,22.0,60.0,77.0,661.0
2011,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",30.0,NBA,SF,78.0,78.0,2562.0,473.0,1001.0,0.47,34.0,98.0,0.35,439.0,903.0,0.49,0.49,118.0,168.0,0.7,78.0,251.0,329.0,215.0,30.0,41.0,82.0,90.0,1098.0
2012,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",31.0,NBA,SF,63.0,63.0,2087.0,336.0,798.0,0.42,37.0,104.0,0.36,299.0,694.0,0.43,0.44,89.0,115.0,0.77,72.0,209.0,281.0,153.0,27.0,32.0,74.0,77.0,798.0
2013,31,2365,TOT,Total After Trade,Tayshaun Prince,"February 28, 1980",32.0,NBA,SF,82.0,81.0,2631.0,359.0,820.0,0.44,38.0,94.0,0.4,321.0,726.0,0.44,0.46,96.0,130.0,0.74,72.0,292.0,364.0,196.0,48.0,25.0,89.0,86.0,852.0
2013,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",32.0,NBA,SF,45.0,45.0,1457.0,215.0,484.0,0.44,23.0,53.0,0.43,192.0,431.0,0.44,0.47,74.0,93.0,0.8,43.0,166.0,209.0,111.0,21.0,13.0,54.0,45.0,527.0
2013,15,2365,MEM,Memphis Grizzlies,Tayshaun Prince,"February 28, 1980",32.0,NBA,SF,37.0,36.0,1174.0,144.0,336.0,0.43,15.0,41.0,0.37,129.0,295.0,0.44,0.45,22.0,37.0,0.6,29.0,126.0,155.0,85.0,27.0,12.0,35.0,41.0,325.0
2014,15,2365,MEM,Memphis Grizzlies,Tayshaun Prince,"February 28, 1980",33.0,NBA,SF,76.0,76.0,1948.0,200.0,492.0,0.41,20.0,69.0,0.29,180.0,423.0,0.43,0.43,34.0,60.0,0.57,32.0,202.0,234.0,119.0,39.0,19.0,41.0,63.0,454.0
2015,31,2365,TOT,Total After Trade,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,58.0,16.0,1397.0,177.0,402.0,0.44,31.0,67.0,0.46,146.0,335.0,0.44,0.48,49.0,65.0,0.75,52.0,158.0,210.0,93.0,29.0,16.0,35.0,55.0,434.0
2015,15,2365,MEM,Memphis Grizzlies,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,26.0,9.0,628.0,75.0,183.0,0.41,15.0,33.0,0.46,60.0,150.0,0.4,0.45,25.0,30.0,0.83,21.0,62.0,83.0,37.0,9.0,6.0,15.0,22.0,190.0
2015,2,2365,BOS,Boston Celtics,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,9.0,0.0,198.0,33.0,59.0,0.56,5.0,8.0,0.62,28.0,51.0,0.55,0.6,5.0,6.0,0.83,6.0,24.0,30.0,18.0,5.0,2.0,4.0,7.0,76.0
2015,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,23.0,7.0,571.0,69.0,160.0,0.43,11.0,26.0,0.42,58.0,134.0,0.43,0.47,19.0,29.0,0.66,25.0,72.0,97.0,38.0,15.0,8.0,16.0,26.0,168.0
2016,18,2365,MIN,Minnesota Timberwolves,Tayshaun Prince,"February 28, 1980",35.0,NBA,SF,77.0,44.0,1462.0,102.0,229.0,0.44,4.0,23.0,0.17,98.0,206.0,0.48,0.45,13.0,19.0,0.68,32.0,115.0,147.0,73.0,36.0,13.0,27.0,62.0,221.0
