Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,3,266,NJN,New Jersey Nets,24.0,NBA,PG,4.0,4.0,148.0,4.1,13.4,0.31,0.2,1.5,0.17,3.9,11.9,0.33,0.7,1.0,0.75,1.2,2.7,3.9,7.5,3.6,0.5,1.7,3.9,9.2
1993,1,266,ATL,Atlanta Hawks,25.0,NBA,PG,3.0,3.0,99.0,3.3,9.1,0.36,1.5,4.4,0.33,1.8,4.7,0.38,1.8,2.2,0.83,0.7,4.0,4.7,4.7,1.1,1.5,4.0,3.3,9.8
1994,1,266,ATL,Atlanta Hawks,26.0,NBA,PG,11.0,11.0,415.0,4.2,12.2,0.34,1.9,5.6,0.34,2.3,6.7,0.34,2.2,2.6,0.83,1.4,3.4,4.8,8.5,2.1,0.4,2.8,1.9,12.4
1995,1,266,ATL,Atlanta Hawks,27.0,NBA,PG,3.0,3.0,121.0,5.4,14.6,0.37,3.3,8.3,0.39,2.1,6.2,0.33,2.1,3.3,0.64,2.1,1.8,3.9,5.1,1.2,0.0,2.7,1.8,16.1
1996,1,266,ATL,Atlanta Hawks,28.0,NBA,PG,10.0,10.0,426.0,5.2,12.3,0.42,2.8,7.1,0.39,2.4,5.2,0.46,1.4,2.0,0.67,1.1,2.5,3.6,5.4,1.9,0.7,2.5,1.3,14.5
1997,1,266,ATL,Atlanta Hawks,29.0,NBA,PG,10.0,10.0,441.0,5.0,12.6,0.4,2.3,6.9,0.33,2.7,5.6,0.48,1.1,1.7,0.67,1.0,4.7,5.7,5.3,1.7,0.2,2.9,1.2,13.4
1998,1,266,ATL,Atlanta Hawks,30.0,NBA,PG,4.0,4.0,153.0,5.2,12.5,0.42,1.9,6.4,0.3,3.3,6.1,0.54,1.6,2.8,0.58,1.4,3.3,4.7,7.8,2.1,0.2,2.1,1.9,13.9
1999,1,266,ATL,Atlanta Hawks,31.0,NBA,PG,9.0,9.0,358.0,4.4,13.6,0.33,1.8,5.1,0.35,2.6,8.4,0.31,0.7,1.5,0.47,0.6,3.0,3.6,3.6,1.8,0.2,3.0,1.1,11.4
