Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1662,3.0,0.0,14.3,1.7,3.3,0.52,0.0,0.3,0,1.7,3.0,0.57,0.52,0.3,1.3,0.23,0.7,2.3,3.0,0.3,0.3,0.0,1.0,2.3,3.7
