Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,19,NOP,New Orleans Pelicans,Tyreke Evans,25,79,76,2690,7.0,15.6,0.45,0.9,3.0,0.3,6.0,12.6,0.48,2.7,3.9,0.69,1.1,4.5,5.6,7.0,1.3,0.5,3.3,2.6,17.6
2015,19,NOP,New Orleans Pelicans,Anthony Davis,21,68,68,2455,9.4,17.6,0.54,0.0,0.2,0.08,9.4,17.4,0.54,5.4,6.8,0.8,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.3
2015,19,NOP,New Orleans Pelicans,Eric Gordon,26,61,60,2018,5.1,12.4,0.41,2.5,5.6,0.45,2.6,6.8,0.38,1.9,2.4,0.8,0.5,2.3,2.8,4.1,0.9,0.2,2.2,2.6,14.6
2015,19,NOP,New Orleans Pelicans,Omer Asik,28,76,76,1982,3.9,7.5,0.52,0.0,0.0,,3.9,7.5,0.52,2.4,4.1,0.58,4.4,9.2,13.6,1.3,0.5,1.0,1.7,2.6,10.1
2015,19,NOP,New Orleans Pelicans,Ryan Anderson,26,61,5,1675,6.3,15.7,0.4,2.6,7.7,0.34,3.6,8.0,0.46,2.8,3.2,0.85,2.3,4.0,6.3,1.2,0.7,0.4,1.3,2.4,17.9
2015,19,NOP,New Orleans Pelicans,Dante Cunningham,27,66,27,1652,3.4,7.4,0.46,0.0,0.2,0.1,3.4,7.2,0.47,0.6,1.0,0.62,1.5,4.1,5.6,1.1,1.0,0.8,0.8,2.2,7.4
2015,19,NOP,New Orleans Pelicans,Jrue Holiday,24,40,37,1303,6.6,14.8,0.45,1.4,3.7,0.38,5.2,11.0,0.47,1.8,2.1,0.86,0.9,2.8,3.7,7.6,1.7,0.6,2.5,3.0,16.4
2015,19,NOP,New Orleans Pelicans,Quincy Pondexter,26,45,28,1253,4.0,9.0,0.45,2.1,4.9,0.43,1.9,4.1,0.47,1.4,1.9,0.76,0.9,3.0,4.0,1.9,0.4,0.5,1.2,3.0,11.6
2015,19,NOP,New Orleans Pelicans,Alexis Ajinca,26,68,8,957,6.8,12.4,0.55,0.0,0.0,,6.8,12.4,0.55,3.0,3.7,0.82,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7
2015,19,NOP,New Orleans Pelicans,Luke Babbitt,25,63,19,830,4.0,8.3,0.48,2.6,5.0,0.51,1.4,3.3,0.43,0.6,0.8,0.68,0.5,4.3,4.8,1.0,0.7,0.5,1.1,2.7,11.1
2015,19,NOP,New Orleans Pelicans,Austin Rivers,22,35,3,772,4.0,10.4,0.39,0.7,2.3,0.28,3.4,8.0,0.42,2.5,3.3,0.75,0.6,2.6,3.2,4.1,0.8,0.3,1.4,3.0,11.1
2015,19,NOP,New Orleans Pelicans,Norris Cole,26,28,2,683,5.9,13.3,0.44,1.5,3.9,0.38,4.4,9.4,0.47,1.4,1.8,0.74,0.1,2.6,2.7,4.7,0.8,0.4,2.2,2.6,14.7
2015,19,NOP,New Orleans Pelicans,Jimmer Fredette,25,50,0,509,4.5,11.7,0.38,0.6,3.4,0.19,3.8,8.3,0.46,3.0,3.2,0.96,0.6,2.3,2.8,4.1,1.1,0.1,2.3,3.0,12.6
2015,19,NOP,New Orleans Pelicans,John Salmons,35,21,0,270,2.1,6.4,0.33,1.1,3.5,0.31,1.1,2.9,0.36,0.3,0.5,0.5,0.5,2.3,2.8,1.7,1.2,0.5,0.7,3.3,5.6
2015,19,NOP,New Orleans Pelicans,Jeff Withey,24,37,0,259,4.4,8.9,0.5,0.0,0.0,,4.4,8.9,0.5,4.7,6.9,0.68,3.2,5.7,8.9,1.5,0.6,2.5,1.7,3.6,13.6
2015,19,NOP,New Orleans Pelicans,Toney Douglas,28,12,0,177,3.9,10.4,0.37,1.0,3.7,0.28,2.8,6.7,0.42,1.6,2.6,0.62,0.4,4.1,4.5,4.9,2.2,0.8,2.0,4.1,10.4
2015,19,NOP,New Orleans Pelicans,Nate Wolters,23,10,0,105,2.7,8.9,0.31,0.0,0.7,0.0,2.7,8.2,0.33,0.3,0.7,0.5,2.1,4.1,6.2,3.8,1.0,0.7,3.4,2.4,5.8
2015,19,NOP,New Orleans Pelicans,Elliot Williams,25,8,0,77,3.7,11.2,0.33,1.4,5.1,0.27,2.3,6.1,0.38,0.0,0.9,0.0,0.0,2.3,2.3,3.7,0.9,0.0,0.0,5.1,8.9
2015,19,NOP,New Orleans Pelicans,Gal Mekel,26,4,0,43,2.5,16.7,0.15,0.0,2.5,0.0,2.5,14.2,0.18,0.0,0.0,,0.0,0.8,0.8,10.9,1.7,0.0,1.7,0.8,5.0
2015,19,NOP,New Orleans Pelicans,Darius Miller,24,5,1,43,0.8,5.9,0.14,0.0,0.8,0.0,0.8,5.0,0.17,0.0,0.0,,0.0,0.8,0.8,1.7,0.8,0.0,0.8,6.7,1.7
2015,19,NOP,New Orleans Pelicans,Russ Smith,23,6,0,29,2.5,12.4,0.2,1.2,7.4,0.17,1.2,5.0,0.25,0.0,0.0,,0.0,3.7,3.7,2.5,0.0,0.0,8.7,7.4,6.2
