Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1376,Serge Ibaka,"September 18, 1989",144.0,102.0,4079.0,647.0,1289.0,0.5,94.0,241.0,0.39,553.0,1048.0,0.53,0.54,201.0,255.0,0.79,274.0,677.0,951.0,107.0,60.0,289.0,138.0,447.0,1589.0,0
