Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,24,2311,PHO,Phoenix Suns,Ed Pinckney,"March 27, 1963",22.0,NBA,SF,80.0,1602.0,12.8,0.6,0.0,0.56,7.1,14.7,11.1,7.7,2.0,1.3,20.6,17.8,0.8,1.8,2.7,0.08,-1.4,0.0,-1.4,0.2
1987,24,2311,PHO,Phoenix Suns,Ed Pinckney,"March 27, 1963",23.0,NBA,SF,80.0,2250.0,15.2,0.64,0.0,0.7,9.1,19.7,14.5,6.7,1.8,1.4,17.2,14.2,3.8,2.4,6.2,0.13,0.4,0.3,0.7,1.5
1988,26,2311,SAC,Sacramento Kings,Ed Pinckney,"March 27, 1963",24.0,NBA,PF,79.0,1177.0,14.3,0.58,0.01,0.52,8.6,12.6,10.6,7.8,1.6,1.5,15.5,17.1,1.6,0.7,2.3,0.09,-0.4,-0.4,-0.8,0.4
1989,31,2311,TOT,Total After Trade,Ed Pinckney,"March 27, 1963",25.0,NBA,PF,80.0,2012.0,17.2,0.59,0.01,0.56,9.0,15.5,12.3,8.3,2.0,1.9,13.3,18.3,4.0,2.1,6.1,0.14,0.9,0.6,1.5,1.8
1989,26,2311,SAC,Sacramento Kings,Ed Pinckney,"March 27, 1963",25.0,NBA,PF,51.0,1334.0,17.0,0.57,0.01,0.5,8.4,16.0,12.1,8.1,1.9,1.9,13.0,19.2,2.2,1.4,3.6,0.13,0.5,0.4,0.9,1.0
1989,2,2311,BOS,Boston Celtics,Ed Pinckney,"March 27, 1963",25.0,NBA,PF,29.0,678.0,17.7,0.63,0.0,0.73,10.3,14.7,12.5,8.7,2.1,2.0,14.0,16.6,1.8,0.7,2.5,0.18,1.6,1.0,2.6,0.8
1990,2,2311,BOS,Boston Celtics,Ed Pinckney,"March 27, 1963",26.0,NBA,PF,77.0,1082.0,13.7,0.6,0.0,0.48,10.0,12.8,11.5,8.1,1.5,2.2,15.7,13.9,1.7,1.2,2.9,0.13,-0.3,1.1,0.8,0.8
1991,2,2311,BOS,Boston Celtics,Ed Pinckney,"March 27, 1963",27.0,NBA,PF,70.0,1165.0,16.6,0.62,0.0,0.48,16.0,16.3,16.1,4.7,2.6,2.1,13.3,12.2,2.9,1.8,4.7,0.2,1.0,1.1,2.1,1.2
1992,2,2311,BOS,Boston Celtics,Ed Pinckney,"March 27, 1963",28.0,NBA,PF,81.0,1917.0,16.5,0.62,0.0,0.68,15.2,17.1,16.2,4.1,1.8,1.7,13.0,12.6,4.8,2.7,7.5,0.19,1.3,0.4,1.7,1.8
1993,2,2311,BOS,Boston Celtics,Ed Pinckney,"March 27, 1963",29.0,NBA,PF,7.0,151.0,10.5,0.54,0.0,0.54,10.6,21.5,16.1,0.8,1.3,2.9,21.2,10.8,0.1,0.2,0.3,0.08,-2.2,0.9,-1.2,0.0
1994,2,2311,BOS,Boston Celtics,Ed Pinckney,"March 27, 1963",30.0,NBA,PF,76.0,1524.0,14.5,0.57,0.0,0.43,11.8,23.7,17.7,5.5,1.9,1.8,15.3,11.6,2.2,1.8,4.0,0.13,0.0,0.2,0.2,0.8
1995,17,2311,MIL,Milwaukee Bucks,Ed Pinckney,"March 27, 1963",31.0,NBA,PF,62.0,835.0,10.9,0.56,0.0,0.64,9.1,21.7,15.2,3.6,2.1,1.5,17.3,8.0,0.7,0.9,1.6,0.09,-1.6,0.9,-0.7,0.3
1996,31,2311,TOT,Total After Trade,Ed Pinckney,"March 27, 1963",32.0,NBA,PF,74.0,1710.0,14.3,0.58,0.01,0.53,12.8,18.8,15.8,6.4,1.9,1.2,15.7,12.7,2.6,1.1,3.7,0.1,-0.5,-0.6,-1.1,0.4
1996,28,2311,TOR,Toronto Raptors,Ed Pinckney,"March 27, 1963",32.0,NBA,PF,47.0,1031.0,14.6,0.57,0.01,0.53,13.2,19.4,16.3,7.3,1.5,1.3,15.8,14.6,1.6,0.6,2.2,0.1,-0.3,-1.0,-1.3,0.2
1996,23,2311,PHI,Philadelphia 76Ers,Ed Pinckney,"March 27, 1963",32.0,NBA,PF,27.0,679.0,13.9,0.59,0.0,0.54,12.3,17.8,15.0,5.2,2.5,1.2,15.4,9.8,1.0,0.5,1.6,0.11,-0.8,-0.1,-0.9,0.2
1997,16,2311,MIA,Miami Heat,Ed Pinckney,"March 27, 1963",33.0,NBA,PF,27.0,273.0,11.4,0.61,0.0,0.58,11.1,17.1,14.1,3.5,1.6,2.6,26.0,12.6,0.2,0.5,0.7,0.12,-2.8,1.0,-1.7,0.0
