Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2009,27,1288,SAS,San Antonio Spurs,22.0,NBA,PG,4.0,76.0,9.8,0.48,0.38,0.33,4.6,8.4,6.4,4.1,1.5,1.2,7.7,17.0,,0.0,0.0,0.0,0.02,,-1.3,-0.3,-1.6,0.0
2010,27,1288,SAS,San Antonio Spurs,23.0,NBA,PG,10.0,344.0,12.8,0.57,0.28,0.36,1.7,8.6,5.1,3.3,1.5,0.5,6.3,17.1,,0.4,0.2,0.7,0.09,,-0.2,0.4,0.2,0.2
2011,27,1288,SAS,San Antonio Spurs,24.0,NBA,PG,6.0,189.0,15.6,0.55,0.3,0.6,3.0,15.8,9.2,12.7,2.5,0.8,11.2,17.7,,0.3,0.2,0.5,0.14,,0.4,2.0,2.4,0.2
2012,12,1288,IND,Indiana Pacers,25.0,NBA,PG,11.0,346.0,17.0,0.59,0.38,0.44,3.0,5.3,4.2,16.5,2.1,0.7,14.9,19.7,,0.8,0.3,1.2,0.16,,3.3,1.2,4.4,0.6
2013,12,1288,IND,Indiana Pacers,26.0,NBA,PG,18.0,685.0,14.6,0.55,0.46,0.37,0.9,10.2,5.7,20.6,1.8,0.5,14.3,19.1,,1.2,0.6,1.8,0.12,,1.4,1.3,2.7,0.8
2014,12,1288,IND,Indiana Pacers,27.0,NBA,PG,19.0,687.0,12.8,0.56,0.43,0.34,2.3,10.0,6.2,14.2,1.8,0.5,12.0,16.5,,0.7,0.9,1.5,0.11,,-0.2,1.2,1.0,0.5
2016,12,1288,IND,Indiana Pacers,29.0,NBA,PG,7.0,235.0,17.0,0.71,0.47,0.39,3.2,5.9,4.6,11.6,1.4,0.4,10.7,15.3,,0.8,0.2,0.9,0.19,,3.0,1.3,4.2,0.4
2017,29,1288,UTA,Utah Jazz,30.0,NBA,PG,8.0,281.0,13.4,0.56,0.32,0.3,3.4,10.7,7.0,17.8,0.4,0.3,10.5,21.0,,0.3,0.1,0.4,0.08,,0.7,-1.6,-0.9,0.1
2018,6,1288,CLE,Cleveland Cavaliers,31.0,NBA,PG,19.0,557.0,10.5,0.57,0.39,0.4,2.7,6.1,4.4,11.5,0.9,1.3,12.5,14.6,,0.6,0.2,0.8,0.07,,-1.4,-0.6,-2.0,0.0
2019,17,1288,MIL,Milwaukee Bucks,32.0,NBA,PG,15.0,395.0,18.3,0.65,0.41,0.28,4.0,9.3,6.7,16.2,1.6,0.9,4.3,15.0,,1.3,0.6,1.9,0.23,,2.0,3.1,5.1,0.7
2020,17,1288,MIL,Milwaukee Bucks,33.0,NBA,PG,10.0,268.0,11.3,0.61,0.42,0.39,2.0,7.7,4.8,16.4,1.1,0.0,16.9,15.2,,0.3,0.2,0.5,0.09,,-1.4,-0.2,-1.6,0.0
