Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,5,1114,CHI,Chicago Bulls,Sidney Green,"January 4, 1961",24.0,NBA,PF,3.0,0.0,54.0,8.0,16.0,0.5,0.0,0.0,,8.0,16.0,0.5,4.7,7.3,0.64,6.7,3.3,10.0,1.3,0.0,0.7,0.7,5.3,20.7
1986,5,1114,CHI,Chicago Bulls,Sidney Green,"January 4, 1961",25.0,NBA,PF,3.0,0.0,53.0,4.1,13.6,0.3,0.0,0.0,,4.1,13.6,0.3,4.1,8.2,0.5,4.8,3.4,8.2,0.0,0.7,0.7,2.0,6.1,12.2
1987,9,1114,DET,Detroit Pistons,Sidney Green,"January 4, 1961",26.0,NBA,PF,9.0,0.0,42.0,5.1,8.6,0.6,0.0,0.0,,5.1,8.6,0.6,4.3,5.1,0.83,2.6,5.1,7.7,0.9,0.9,1.7,2.6,1.7,14.6
1988,20,1114,NYK,New York Knicks,Sidney Green,"January 4, 1961",27.0,NBA,PF,4.0,4.0,93.0,3.1,6.6,0.47,0.0,0.0,,3.1,6.6,0.47,0.0,0.0,,3.1,9.7,12.8,2.7,0.0,0.4,3.5,5.4,6.2
1989,20,1114,NYK,New York Knicks,Sidney Green,"January 4, 1961",28.0,NBA,PF,9.0,0.0,128.0,3.7,8.4,0.43,0.0,0.0,,3.7,8.4,0.43,2.8,3.9,0.71,3.9,6.2,10.1,1.4,0.6,0.3,2.0,6.5,10.1
1991,27,1114,SAS,San Antonio Spurs,Sidney Green,"January 4, 1961",30.0,NBA,PF,3.0,0.0,11.0,9.8,19.6,0.5,0.0,0.0,,9.8,19.6,0.5,6.5,6.5,1.0,3.3,9.8,13.1,0.0,0.0,0.0,3.3,9.8,26.2
1992,27,1114,SAS,San Antonio Spurs,Sidney Green,"January 4, 1961",31.0,NBA,PF,3.0,0.0,47.0,2.3,7.7,0.3,0.0,0.0,,2.3,7.7,0.3,2.3,3.1,0.75,3.8,4.6,8.4,1.5,0.0,0.0,1.5,4.6,6.9
1993,4,1114,CHO,Charlotte Hornets,Sidney Green,"January 4, 1961",32.0,NBA,PF,9.0,0.0,78.0,3.2,8.3,0.39,0.0,0.0,,3.2,8.3,0.39,0.5,1.4,0.33,3.7,9.7,13.4,0.5,0.5,0.5,0.9,6.9,6.9
