Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,24.0,ATL,NBA,SG,78.0,1.0,1071.0,7.5,15.0,0.503,0.1,0.2,0.4,7.4,14.7,0.505,1.3,2.2,0.609,0.7,2.7,3.3,3.3,0.8,0.0,1.5,3.9,16.5,,106.0,112.0
1985,25.0,ATL,NBA,SG,41.0,22.0,1168.0,7.7,14.5,0.531,0.1,0.3,0.286,7.6,14.2,0.536,1.2,1.7,0.732,0.7,2.3,3.0,5.1,1.2,0.3,2.3,2.4,16.7,,108.0,112.0
1986,26.0,ATL,NBA,SG,81.0,79.0,2760.0,8.1,15.3,0.53,0.1,0.3,0.313,8.0,15.0,0.534,1.8,2.3,0.77,0.9,2.1,3.0,5.3,1.4,0.2,2.0,2.1,18.1,,114.0,110.0
1987,27.0,ATL,NBA,SG,71.0,65.0,2049.0,9.6,19.0,0.503,0.1,0.3,0.333,9.5,18.8,0.505,2.4,3.1,0.787,0.7,2.3,3.0,5.1,0.9,0.4,2.1,2.6,21.6,,112.0,111.0
1988,28.0,ATL,NBA,SG,82.0,82.0,2412.0,7.8,16.3,0.478,0.0,0.0,,7.8,16.3,0.478,1.5,1.8,0.798,0.8,2.7,3.5,6.2,1.0,0.4,1.7,2.4,17.0,,109.0,112.0
1989,29.0,TOT,NBA,SF,64.0,13.0,1120.0,5.6,12.3,0.455,0.1,0.3,0.5,5.5,12.0,0.454,1.2,1.8,0.683,1.1,2.3,3.4,4.8,1.0,0.1,1.4,1.8,12.5,,106.0,115.0
1989,29.0,SAC,NBA,SF,31.0,2.0,416.0,5.7,13.4,0.427,0.2,0.5,0.5,5.5,13.0,0.425,1.8,2.5,0.727,0.7,2.3,3.0,3.7,1.1,0.0,1.4,1.4,13.6,,101.0,114.0
1989,29.0,IND,NBA,SF,33.0,11.0,704.0,5.5,11.6,0.473,0.1,0.1,0.5,5.4,11.5,0.473,0.8,1.3,0.632,1.4,2.3,3.7,5.4,0.9,0.1,1.4,2.1,11.9,,109.0,116.0
1990,30.0,IND,NBA,SF,61.0,0.0,544.0,5.6,11.1,0.508,0.1,0.2,0.5,5.5,10.9,0.508,0.5,0.5,0.833,0.4,2.4,2.7,3.5,0.6,0.4,2.1,1.9,11.8,,99.0,116.0
1991,31.0,IND,NBA,SF,41.0,0.0,355.0,4.8,10.8,0.443,0.0,0.7,0.0,4.8,10.1,0.473,0.5,0.8,0.667,0.8,3.7,4.5,3.4,1.4,0.5,1.4,1.2,10.1,,98.0,115.0
1992,32.0,IND,NBA,SG,24.0,0.0,115.0,3.4,8.0,0.421,0.0,0.0,,3.4,8.0,0.421,0.4,0.8,0.5,0.4,3.4,3.8,4.6,0.8,0.0,1.3,1.7,7.2,,98.0,115.0
