Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
11,1329,Robert Horry,"August 25, 1970",1085.0,509.0,26779.0,2818.0,6640.0,0.42,815.0,2389.0,0.34,2003.0,4251.0,0.47,0.49,1251.0,1739.0,0.72,1579.0,3566.0,5145.0,2335.0,1140.0,1010.0,1377.0,2644.0,7702.0,0
