Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",21.0,NBA,PF,82.0,2347.0,18.3,0.6,0.01,0.51,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,4.2,3.3,7.5,0.15,1.3,0.4,1.7,2.2
1986,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",22.0,NBA,PF,80.0,2952.0,22.4,0.62,0.07,0.56,13.4,25.4,19.4,16.0,2.8,2.4,21.3,22.4,5.4,5.5,10.8,0.18,3.1,2.0,5.1,5.3
1987,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",23.0,NBA,PF,68.0,2740.0,25.1,0.66,0.11,0.6,16.7,24.8,20.8,19.0,2.1,2.2,21.4,23.1,7.7,4.3,12.0,0.21,5.4,1.3,6.7,6.0
1988,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",24.0,NBA,PF,80.0,3170.0,27.6,0.66,0.12,0.74,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,13.4,3.3,16.7,0.25,7.3,0.1,7.4,7.5
1989,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",25.0,NBA,PF,79.0,3088.0,27.0,0.65,0.13,0.66,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,13.2,2.9,16.1,0.25,7.3,0.2,7.5,7.4
1990,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",26.0,NBA,SF,79.0,3085.0,27.1,0.66,0.08,0.63,13.4,20.0,16.7,15.6,2.4,1.0,13.9,24.0,13.1,4.2,17.3,0.27,7.2,1.0,8.2,8.0
1991,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",27.0,NBA,SF,67.0,2498.0,28.9,0.64,0.13,0.56,11.8,18.6,15.3,20.6,2.2,0.8,12.6,29.1,10.3,3.1,13.4,0.26,8.3,1.0,9.3,7.0
1992,23,165,PHI,Philadelphia 76Ers,Charles Barkley,"February 20, 1963",28.0,NBA,SF,75.0,2881.0,24.5,0.61,0.12,0.58,10.9,22.0,16.5,18.1,2.4,0.9,14.3,25.1,8.6,3.7,12.3,0.2,5.6,0.8,6.3,6.1
1993,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",29.0,NBA,PF,76.0,2859.0,25.9,0.6,0.16,0.42,9.5,26.3,18.1,21.2,2.0,1.6,12.5,26.9,9.6,4.8,14.4,0.24,6.3,1.4,7.8,7.1
1994,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",30.0,NBA,PF,65.0,2298.0,22.8,0.56,0.17,0.43,9.8,25.6,17.8,20.0,2.2,1.0,14.2,26.5,5.6,3.3,8.8,0.18,4.5,0.7,5.2,4.2
1995,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",31.0,NBA,PF,68.0,2382.0,25.2,0.57,0.19,0.44,9.8,26.8,18.2,18.9,2.3,1.4,9.9,27.5,7.4,3.3,10.6,0.21,5.6,0.7,6.3,5.0
1996,24,165,PHO,Phoenix Suns,Charles Barkley,"February 20, 1963",32.0,NBA,PF,71.0,2632.0,24.8,0.58,0.15,0.49,10.9,25.0,18.1,17.4,2.2,1.6,13.4,27.5,7.0,3.5,10.5,0.19,5.0,0.6,5.7,5.1
1997,11,165,HOU,Houston Rockets,Charles Barkley,"February 20, 1963",33.0,NBA,PF,53.0,2009.0,23.0,0.58,0.3,0.6,12.9,27.7,20.7,20.6,1.8,0.9,14.7,23.2,5.7,3.7,9.4,0.22,4.4,1.3,5.7,3.9
1998,11,165,HOU,Houston Rockets,Charles Barkley,"February 20, 1963",34.0,NBA,PF,68.0,2243.0,21.6,0.56,0.11,0.53,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,6.1,2.5,8.6,0.18,3.1,-0.4,2.7,2.7
1999,11,165,HOU,Houston Rockets,Charles Barkley,"February 20, 1963",35.0,NBA,PF,42.0,1526.0,23.1,0.55,0.05,0.53,13.7,25.1,19.8,22.1,1.5,0.6,13.9,22.2,4.8,2.0,6.8,0.22,4.3,0.3,4.5,2.5
