Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
642,Jarrett Culver,"February 20, 1999",80,1859,9.9,0.48,0.33,0.21,6.4,14.2,10.15,8.5,1.65,1.85,12.85,18.8,-1.4,1.4,0.0,0.0,-3.8,-1.25,-5.05,-0.6
