Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2008,28,2033,TOR,Toronto Raptors,27.0,NBA,SF,78.0,2166.0,15.0,0.54,0.21,0.15,5.0,21.6,13.2,6.2,2.0,4.0,7.7,14.4,,2.1,3.6,5.7,0.13,,0.0,1.9,1.9,2.2
2009,31,2033,TOT,Total After Trade,28.0,NBA,SF,80.0,2068.0,13.3,0.57,0.39,0.17,3.3,17.5,10.4,7.0,2.2,2.3,7.8,12.4,,2.4,2.5,4.9,0.11,,0.0,1.7,1.7,1.9
2009,28,2033,TOR,Toronto Raptors,28.0,NBA,SF,54.0,1379.0,14.2,0.57,0.35,0.2,4.1,16.9,10.6,7.7,2.5,2.5,8.2,12.6,,1.7,1.7,3.4,0.12,,0.5,2.2,2.7,1.6
2009,16,2033,MIA,Miami Heat,28.0,NBA,SF,26.0,689.0,11.6,0.56,0.46,0.1,1.7,18.6,10.1,5.5,1.6,1.9,6.8,12.0,,0.6,0.8,1.5,0.1,,-0.9,0.7,-0.2,0.3
2010,6,2033,CLE,Cleveland Cavaliers,29.0,NBA,SF,61.0,1052.0,12.6,0.56,0.4,0.18,3.1,17.8,10.8,6.9,1.7,2.2,7.9,12.8,,1.2,1.7,2.9,0.13,,-0.2,1.6,1.4,0.9
2011,31,2033,TOT,Total After Trade,30.0,NBA,SF,59.0,1042.0,10.1,0.5,0.5,0.07,2.5,16.0,9.1,7.8,1.4,2.4,7.9,12.0,,0.4,0.7,1.1,0.05,,-1.5,0.5,-1.1,0.2
2011,6,2033,CLE,Cleveland Cavaliers,30.0,NBA,SF,40.0,764.0,10.7,0.49,0.5,0.06,2.0,16.1,8.9,9.3,1.7,2.7,8.1,12.5,,0.2,0.5,0.7,0.04,,-1.4,0.6,-0.8,0.2
2011,13,2033,LAC,Los Angeles Clippers,30.0,NBA,SF,19.0,278.0,8.4,0.54,0.48,0.1,3.8,15.9,9.9,3.8,0.6,1.7,7.5,10.7,,0.2,0.2,0.4,0.07,,-1.8,0.0,-1.9,0.0
2012,4,2033,CHA,Charlotte Bobcats,31.0,NBA,SF,8.0,123.0,3.4,0.36,0.42,0.08,1.8,19.3,10.3,6.4,0.4,3.0,24.3,12.3,,-0.3,0.0,-0.3,-0.1,,-6.4,-0.9,-7.3,-0.2
