Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2010,21.0,POR,NBA,PG,10.0,0.0,38.0,14.4,34.6,0.417,2.9,5.8,0.5,11.5,28.8,0.4,5.8,10.1,0.571,1.4,1.4,2.9,7.2,0.0,0.0,5.8,8.6,37.4,,95.0,114.0
2011,22.0,POR,NBA,PG,64.0,0.0,783.0,9.4,22.9,0.412,3.3,9.3,0.353,6.1,13.6,0.451,2.5,3.3,0.766,1.3,2.2,3.6,7.6,1.9,0.1,4.3,4.4,24.6,,101.0,111.0
2012,23.0,SAS,NBA,PG,16.0,3.0,261.0,12.5,25.7,0.485,4.8,11.1,0.429,7.7,14.7,0.527,3.0,3.0,1.0,0.8,4.8,5.5,7.7,2.0,0.2,5.1,2.8,32.7,,110.0,105.0
2013,24.0,SAS,NBA,PG,58.0,2.0,656.0,8.8,18.7,0.469,4.0,10.1,0.4,4.7,8.6,0.55,1.2,1.5,0.842,0.7,3.2,3.9,4.8,2.0,0.3,3.0,4.3,22.8,,106.0,105.0
2014,25.0,SAS,NBA,PG,81.0,2.0,1527.0,10.2,22.0,0.464,4.5,10.5,0.425,5.8,11.5,0.5,2.4,2.7,0.89,1.1,4.5,5.6,4.9,2.3,0.3,2.1,3.8,27.3,,115.0,104.0
2015,26.0,SAS,NBA,PG,51.0,0.0,801.0,8.2,21.5,0.381,4.0,11.6,0.341,4.2,9.8,0.429,2.1,2.6,0.825,1.3,3.5,4.8,5.6,1.8,0.1,2.2,3.7,22.4,,103.0,105.0
2016,27.0,SAS,NBA,PG,81.0,3.0,1662.0,8.0,18.9,0.425,3.8,9.9,0.384,4.2,9.0,0.469,1.4,1.8,0.81,0.8,4.0,4.9,7.0,1.8,0.2,2.3,3.1,21.3,,109.0,102.0
2017,28.0,SAS,NBA,PG,80.0,8.0,1754.0,7.9,18.0,0.44,4.3,10.3,0.414,3.7,7.7,0.474,1.9,2.3,0.825,0.7,3.4,4.1,8.1,1.9,0.1,2.9,3.2,22.1,,114.0,107.0
2018,29.0,SAS,NBA,PG,82.0,36.0,2107.0,6.7,16.4,0.411,3.7,9.9,0.372,3.0,6.4,0.47,2.5,2.8,0.89,0.6,3.1,3.7,5.5,1.3,0.3,2.5,3.1,19.6,,109.0,109.0
2019,30.0,SAS,NBA,PG,82.0,1.0,1908.0,7.2,17.0,0.425,4.1,10.3,0.394,3.1,6.6,0.475,2.3,2.6,0.854,0.6,4.0,4.7,6.3,1.3,0.3,2.4,3.3,20.8,,112.0,114.0
2020,31.0,SAS,NBA,PG,66.0,1.0,1485.0,8.3,19.2,0.431,5.0,13.0,0.382,3.3,6.3,0.533,3.1,3.6,0.866,0.7,2.8,3.5,3.8,1.7,0.2,1.7,3.4,24.7,,115.0,116.0
2021,32.0,SAS,NBA,PG,11.0,0.0,281.0,9.8,20.5,0.479,5.9,12.5,0.473,3.9,8.0,0.489,2.7,2.9,0.941,0.3,2.5,2.9,6.1,0.5,0.2,1.4,3.2,28.3,,127.0,116.0
