Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1998,12,IND,Indiana Pacers,4,Travis Best,PG,5-11,182,1972-07-12,US,2,Georgia Tech
1998,12,IND,Indiana Pacers,21,Etdrick Bohannon,PF,6-9,220,1973-05-29,US,R,"Arizona, Tennessee, Auburn University at Montgomery"
1998,12,IND,Indiana Pacers,44,Austin Croshere,PF,6-9,235,1975-05-01,US,R,Providence
1998,12,IND,Indiana Pacers,33,Antonio Davis,PF,6-9,215,1968-10-31,US,4,Texas-El Paso
1998,12,IND,Indiana Pacers,32,Dale Davis,C,6-11,230,1969-03-25,US,6,Clemson
1998,12,IND,Indiana Pacers,20,Fred Hoiberg,SG,6-4,203,1972-10-15,US,2,Iowa State
1998,12,IND,Indiana Pacers,13,Mark Jackson,PG,6-1,180,1965-04-01,US,10,St. John's
1998,12,IND,Indiana Pacers,9,Derrick McKey,SF,6-9,205,1966-10-10,US,10,Alabama
1998,12,IND,Indiana Pacers,31,Reggie Miller,SG,6-7,185,1965-08-24,US,10,UCLA
1998,12,IND,Indiana Pacers,17,Chris Mullin,SF,6-6,200,1963-07-30,US,12,St. John's
1998,12,IND,Indiana Pacers,43,Mark Pope,SF,6-10,235,1972-09-11,US,R,"Washington, Kentucky"
1998,12,IND,Indiana Pacers,5,Jalen Rose,SF,6-8,210,1973-01-30,US,3,Michigan
1998,12,IND,Indiana Pacers,45,Rik Smits,C,7-4,250,1966-08-23,NL,9,Marist College
1998,12,IND,Indiana Pacers,41,Mark West,C,6-10,230,1960-11-05,US,14,Old Dominion
