Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,16,485,MIA,Miami Heat,25.0,NBA,PG,72.0,1630.0,11.3,0.44,0.08,0.22,3.4,9.8,6.6,29.5,2.5,0.5,18.5,19.2,-0.8,2.5,1.7,0.05,-3.0,1.1,-1.9,0.0
2002,16,485,MIA,Miami Heat,26.0,NBA,PG,46.0,1050.0,8.9,0.36,0.07,0.14,2.1,10.8,6.5,33.0,2.6,0.2,20.7,15.8,-1.4,1.6,0.2,0.01,-4.3,1.2,-3.1,-0.3
2003,16,485,MIA,Miami Heat,27.0,NBA,PG,49.0,912.0,9.9,0.39,0.03,0.22,1.5,9.3,5.3,37.9,2.7,0.4,24.1,17.3,-1.3,1.1,-0.2,-0.01,-3.6,-0.3,-3.9,-0.4
2004,27,485,SAS,San Antonio Spurs,28.0,NBA,PG,5.0,87.0,0.3,0.3,0.08,0.0,2.6,11.4,7.1,23.3,2.5,0.0,24.5,26.0,-0.5,0.2,-0.3,-0.18,-9.9,-1.0,-10.9,-0.2
2005,18,485,MIN,Minnesota Timberwolves,29.0,NBA,PG,66.0,742.0,11.3,0.45,0.1,0.29,1.9,8.4,5.3,32.2,2.5,1.7,23.7,16.4,-0.3,0.8,0.5,0.03,-2.8,1.0,-1.8,0.0
2006,18,485,MIN,Minnesota Timberwolves,30.0,NBA,PG,45.0,589.0,10.6,0.46,0.11,0.4,1.9,10.5,6.3,26.9,2.2,1.2,19.9,16.2,-0.1,0.7,0.6,0.05,-3.5,1.2,-2.2,0.0
2007,8,485,DEN,Denver Nuggets,31.0,NBA,PG,2.0,37.0,3.3,0.38,0.25,0.0,0.0,9.0,4.6,41.4,0.0,1.9,42.9,16.2,-0.1,0.0,-0.1,-0.12,-6.1,-1.5,-7.6,-0.1
2008,8,485,DEN,Denver Nuggets,32.0,NBA,PG,70.0,1960.0,12.8,0.53,0.27,0.18,1.5,9.4,5.5,27.4,2.6,1.0,19.5,13.8,1.6,2.2,3.8,0.09,-1.2,1.2,-0.1,1.0
2009,8,485,DEN,Denver Nuggets,33.0,NBA,PG,78.0,1787.0,10.8,0.49,0.23,0.2,2.7,10.4,6.7,29.9,2.7,0.6,26.9,14.3,-0.3,2.1,1.8,0.05,-2.0,0.8,-1.3,0.3
2010,8,485,DEN,Denver Nuggets,34.0,NBA,PG,54.0,859.0,10.3,0.48,0.35,0.07,2.3,9.6,6.0,26.6,2.3,1.1,23.7,12.6,0.1,0.8,0.9,0.05,-1.7,0.9,-0.8,0.3
2011,31,485,TOT,Total After Trade,35.0,NBA,PG,33.0,463.0,9.2,0.5,0.38,0.08,1.7,10.9,6.3,21.3,2.9,1.0,26.3,14.3,-0.2,0.4,0.2,0.02,-3.3,0.9,-2.4,-0.1
2011,8,485,DEN,Denver Nuggets,35.0,NBA,PG,14.0,153.0,5.4,0.42,0.4,0.07,0.0,8.8,4.5,23.2,3.0,0.5,31.2,13.1,-0.2,0.2,-0.1,-0.02,-5.0,1.3,-3.7,-0.1
2011,20,485,NYK,New York Knicks,35.0,NBA,PG,19.0,310.0,11.1,0.53,0.37,0.08,2.6,11.9,7.2,20.4,2.9,1.2,24.1,14.8,0.0,0.3,0.3,0.04,-2.5,0.6,-1.8,0.0
2012,28,485,TOR,Toronto Raptors,36.0,NBA,PG,24.0,209.0,8.7,0.41,0.32,0.19,2.8,15.5,9.3,25.9,2.1,1.6,22.8,16.8,-0.3,0.3,0.0,0.0,-3.8,0.8,-3.0,-0.1
