Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2017,10,GSW,Golden State Warriors,Klay Thompson,26,78,78,2649,11.7,25.0,0.47,4.9,11.8,0.41,6.8,13.2,0.52,3.4,4.0,0.85,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,,111,108
2017,10,GSW,Golden State Warriors,Stephen Curry,28,79,79,2638,12.3,26.3,0.47,5.9,14.4,0.41,6.4,11.9,0.54,5.9,6.6,0.9,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,,119,105
2017,10,GSW,Golden State Warriors,Draymond Green,26,76,76,2471,5.3,12.7,0.42,1.6,5.1,0.31,3.7,7.5,0.49,2.9,4.1,0.71,1.9,9.8,11.7,10.4,3.0,2.1,3.6,4.2,15.1,,111,99
2017,10,GSW,Golden State Warriors,Kevin Durant,28,62,62,2070,12.8,23.8,0.54,2.7,7.3,0.38,10.1,16.6,0.61,7.8,8.9,0.88,0.9,11.0,11.9,7.0,1.5,2.3,3.2,2.7,36.1,,125,101
2017,10,GSW,Golden State Warriors,Andre Iguodala,33,76,0,1998,5.3,10.0,0.53,1.5,4.3,0.36,3.7,5.7,0.65,1.7,2.5,0.71,1.2,6.1,7.3,6.3,1.8,0.9,1.4,2.3,13.8,,129,105
2017,10,GSW,Golden State Warriors,Shaun Livingston,31,76,3,1345,6.2,11.3,0.55,0.0,0.1,0.33,6.2,11.2,0.55,1.5,2.1,0.7,1.0,4.4,5.4,5.0,1.4,0.7,2.2,4.3,13.9,,110,108
2017,10,GSW,Golden State Warriors,Zaza Pachulia,32,70,70,1268,6.2,11.6,0.53,0.0,0.1,0.0,6.2,11.6,0.54,3.7,4.8,0.78,5.3,10.2,15.6,5.0,2.2,1.3,3.3,6.3,16.2,,118,101
2017,10,GSW,Golden State Warriors,Ian Clark,25,77,0,1137,8.9,18.3,0.49,2.6,6.9,0.37,6.3,11.4,0.56,1.9,2.5,0.76,0.9,4.2,5.1,3.8,1.7,0.3,2.3,3.3,22.3,,108,108
2017,10,GSW,Golden State Warriors,Patrick McCaw,21,71,20,1074,4.7,11.0,0.43,1.8,5.5,0.33,2.9,5.5,0.53,1.3,1.7,0.78,0.9,3.5,4.5,3.4,1.4,0.7,1.6,2.8,12.6,,107,108
2017,10,GSW,Golden State Warriors,David West,36,68,0,854,7.6,14.2,0.54,0.2,0.5,0.38,7.4,13.7,0.54,2.4,3.2,0.77,2.6,8.8,11.4,8.5,2.4,2.7,4.4,5.9,17.8,,109,100
2017,10,GSW,Golden State Warriors,JaVale McGee,29,77,10,739,13.5,20.8,0.65,0.0,0.2,0.0,13.5,20.6,0.66,3.6,7.2,0.5,6.5,9.4,15.9,1.1,1.2,4.4,2.6,7.1,30.7,,120,101
2017,10,GSW,Golden State Warriors,James Michael McAdoo,24,52,2,457,6.5,12.3,0.53,0.2,0.8,0.25,6.3,11.5,0.55,2.2,4.4,0.5,3.6,6.0,9.6,1.9,1.9,3.1,2.0,4.9,15.5,,108,103
2017,10,GSW,Golden State Warriors,Kevon Looney,20,53,4,447,6.0,11.5,0.52,0.2,1.0,0.22,5.8,10.5,0.55,2.3,3.7,0.62,4.7,8.6,13.3,3.1,1.6,1.8,1.8,6.9,14.5,,118,103
2017,10,GSW,Golden State Warriors,Matt Barnes,36,20,5,410,4.5,10.6,0.42,2.1,6.1,0.35,2.3,4.5,0.53,2.3,2.7,0.87,1.8,8.9,10.7,5.3,1.4,1.1,2.8,5.5,13.4,,110,104
2017,10,GSW,Golden State Warriors,Anderson Varejao,34,14,1,92,2.6,7.3,0.36,0.0,0.0,,2.6,7.3,0.36,4.2,5.8,0.73,6.3,7.8,14.1,5.2,1.6,1.6,4.2,8.4,9.4,,104,104
2017,10,GSW,Golden State Warriors,Damian Jones,21,10,0,85,4.5,9.1,0.5,0.0,0.0,,4.5,9.1,0.5,1.7,5.7,0.3,5.1,7.9,13.0,0.0,0.6,2.3,3.4,8.5,10.8,,87,105
2017,10,GSW,Golden State Warriors,Briante Weber,24,7,0,46,5.2,14.6,0.36,0.0,3.1,0.0,5.2,11.5,0.46,2.1,3.1,0.67,0.0,4.2,4.2,5.2,3.1,1.0,3.1,4.2,12.6,,80,104
