PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Swen Nater,31,82,,34.3,6.3,11.4,0.5529999999999999,0.0,0.0,,6.3,11.4,0.5529999999999999,0.5529999999999999,3.0,3.7,0.795,3.6,8.8,12.4,2.4,0.6,0.6,2.6,3.6,15.6
Phil Smith,28,76,,31.3,6.8,13.9,0.491,0.1,0.2,0.222,6.8,13.7,0.496,0.493,3.1,4.1,0.757,0.6,1.4,2.1,4.9,1.1,0.2,2.3,3.0,16.8
Michael Brooks,22,82,,30.2,6.0,12.4,0.479,0.0,0.1,0.0,6.0,12.3,0.48200000000000004,0.479,2.8,3.9,0.706,2.6,2.8,5.4,2.5,1.2,0.4,2.0,2.9,14.7
Brian Taylor,29,80,,28.9,3.9,7.4,0.525,0.6,1.4,0.38299999999999995,3.3,6.0,0.5589999999999999,0.562,1.8,2.3,0.789,0.7,1.2,1.9,5.5,1.5,0.3,1.4,2.7,10.1
Joe Bryant,26,82,,28.8,4.6,9.6,0.479,0.0,0.2,0.133,4.6,9.5,0.486,0.48,2.4,3.0,0.7909999999999999,1.8,3.6,5.4,2.3,0.9,0.4,2.1,3.2,11.6
Freeman Williams,24,82,,24.1,7.8,16.8,0.465,0.6,1.7,0.34,7.2,15.1,0.479,0.48200000000000004,3.1,3.6,0.852,0.9,0.7,1.6,2.0,1.1,0.1,2.0,1.9,19.3
Sidney Wicks,31,49,,22.1,2.6,5.8,0.43700000000000006,0.0,0.0,0.0,2.6,5.8,0.439,0.43700000000000006,1.6,3.1,0.507,1.6,2.9,4.6,2.3,0.8,0.8,1.9,3.4,6.7
Gar Heard,32,78,,20.9,1.9,5.1,0.376,0.0,0.1,0.0,1.9,5.0,0.38299999999999995,0.376,1.0,1.3,0.782,1.5,2.9,4.5,1.6,1.3,0.9,1.0,2.5,4.8
Henry Bibby,31,73,,15.2,1.6,4.2,0.386,0.4,1.3,0.337,1.2,2.9,0.408,0.43799999999999994,0.9,1.3,0.684,0.3,0.7,1.0,2.7,0.6,0.0,1.0,1.2,4.6
Jerome Whitehead,24,38,,14.8,1.7,3.7,0.475,0.0,0.0,0.0,1.7,3.6,0.478,0.475,0.6,1.2,0.511,1.3,3.6,4.8,0.6,0.4,0.2,1.2,2.6,4.1
Ron Davis,26,64,,12.8,2.2,4.9,0.44299999999999995,0.0,0.1,0.25,2.1,4.8,0.44799999999999995,0.446,1.5,2.5,0.595,0.7,1.1,1.9,0.7,0.6,0.2,1.0,1.5,5.8
Wally Rank,22,25,,6.1,0.8,2.3,0.368,0.0,0.0,,0.8,2.3,0.368,0.368,0.5,1.1,0.46399999999999997,0.7,0.5,1.2,0.7,0.3,0.0,1.0,1.3,2.2
Tony Price,24,5,,5.8,0.4,1.4,0.28600000000000003,0.0,0.0,,0.4,1.4,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.6,0.8
Stan Pietkiewicz,24,6,,5.0,0.3,0.8,0.4,0.0,0.0,,0.3,0.8,0.4,0.4,0.0,0.0,,0.0,0.2,0.2,0.3,0.0,0.0,0.8,0.3,0.7
