Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,21,3041,SEA,Seattle Supersonics,22.0,NBA,PG,64.0,0.0,964.0,3.6,7.9,0.45,0.6,1.6,0.36,3.0,6.3,0.48,0.9,1.3,0.64,1.2,1.9,3.1,4.7,2.2,0.2,1.9,3.5,8.6
2003,15,3041,MEM,Memphis Grizzlies,23.0,NBA,PG,79.0,2.0,1366.0,4.5,10.3,0.44,0.8,2.4,0.34,3.7,7.9,0.46,1.6,2.3,0.72,1.2,3.1,4.3,5.9,2.3,0.4,2.3,3.6,11.4
2004,15,3041,MEM,Memphis Grizzlies,24.0,NBA,PG,81.0,14.0,1669.0,3.7,10.0,0.37,0.6,2.3,0.24,3.1,7.7,0.41,1.9,3.0,0.65,1.1,2.8,3.8,8.7,2.0,0.4,3.1,3.8,9.9
2005,15,3041,MEM,Memphis Grizzlies,25.0,NBA,PG,80.0,14.0,1808.0,4.7,11.0,0.43,1.0,3.2,0.32,3.7,7.8,0.47,1.8,2.7,0.66,0.7,2.6,3.3,7.1,1.7,0.4,3.3,3.7,12.2
2006,31,3041,TOT,Total After Trade,26.0,NBA,PG,70.0,10.0,1578.0,5.0,11.6,0.43,2.5,6.2,0.4,2.5,5.4,0.46,1.7,2.5,0.68,0.5,3.1,3.6,6.6,1.6,0.2,3.1,3.6,14.2
2006,8,3041,DEN,Denver Nuggets,26.0,NBA,PG,46.0,10.0,975.0,4.5,10.4,0.43,2.5,6.4,0.4,2.0,4.1,0.48,1.4,2.2,0.63,0.6,2.5,3.2,5.9,1.4,0.3,2.8,3.5,12.8
2006,21,3041,SEA,Seattle Supersonics,26.0,NBA,PG,24.0,0.0,603.0,5.9,13.6,0.43,2.5,6.0,0.42,3.3,7.6,0.44,2.3,3.1,0.73,0.4,3.9,4.3,7.7,1.9,0.2,3.6,3.8,16.5
2007,21,3041,SEA,Seattle Supersonics,27.0,NBA,PG,77.0,25.0,2152.0,4.4,11.5,0.38,1.5,4.7,0.33,2.9,6.8,0.42,1.8,2.5,0.74,0.6,2.5,3.1,7.3,1.7,0.4,2.8,2.5,12.1
2008,21,3041,SEA,Seattle Supersonics,28.0,NBA,PG,78.0,73.0,2269.0,5.4,11.9,0.45,0.8,2.1,0.37,4.6,9.8,0.47,1.8,2.3,0.77,0.7,2.9,3.6,8.4,1.1,0.2,2.8,2.5,13.3
2009,21,3041,OKC,Oklahoma City Thunder,29.0,NBA,PG,68.0,18.0,1776.0,3.5,9.2,0.38,0.4,1.7,0.24,3.1,7.5,0.42,1.6,2.1,0.76,0.7,3.0,3.7,7.9,1.0,0.2,3.2,2.8,9.1
2010,12,3041,IND,Indiana Pacers,30.0,NBA,PG,79.0,52.0,2322.0,3.5,8.1,0.43,0.8,2.9,0.29,2.6,5.3,0.5,1.9,2.6,0.71,0.8,2.9,3.7,6.2,1.6,0.2,2.7,2.8,9.6
2011,29,3041,UTA,Utah Jazz,31.0,NBA,PG,80.0,13.0,1567.0,2.9,7.1,0.41,0.8,2.5,0.34,2.1,4.6,0.45,1.3,1.9,0.67,1.2,3.0,4.2,6.4,1.4,0.4,2.7,3.4,7.9
2012,29,3041,UTA,Utah Jazz,32.0,NBA,PG,50.0,2.0,1033.0,1.9,5.6,0.34,0.3,1.8,0.19,1.5,3.8,0.41,1.1,1.6,0.67,1.0,3.2,4.2,7.6,1.9,0.8,3.0,3.7,5.2
2013,29,3041,UTA,Utah Jazz,33.0,NBA,PG,48.0,4.0,829.0,1.6,5.2,0.31,0.2,1.2,0.18,1.4,4.0,0.35,0.7,1.1,0.68,1.0,2.8,3.8,8.3,1.7,0.3,3.0,4.1,4.2
2014,25,3041,POR,Portland Trail Blazers,34.0,NBA,PG,24.0,0.0,161.0,0.7,2.5,0.27,0.4,1.6,0.29,0.2,0.9,0.25,0.9,0.9,1.0,1.1,2.2,3.4,6.3,1.1,0.2,3.8,7.4,2.7
