Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2006,27,SAS,San Antonio Spurs,Tim Duncan,29,13,493,30.4,0.62,0.01,0.62,9.1,25.4,17.8,17.6,1.2,3.8,11.2,29.9,2.0,0.6,2.6,0.25,5.8,2.8,8.6,1.3
2006,27,SAS,San Antonio Spurs,Tony Parker,23,13,475,17.5,0.52,0.04,0.35,2.3,9.9,6.3,20.1,1.5,0.2,13.3,30.8,0.2,0.2,0.4,0.04,0.4,-2.0,-1.6,0.0
2006,27,SAS,San Antonio Spurs,Bruce Bowen,34,13,442,7.9,0.65,0.49,0.03,1.9,6.0,4.1,5.4,1.4,1.4,12.7,7.8,0.4,0.1,0.5,0.06,-0.4,1.5,1.1,0.3
2006,27,SAS,San Antonio Spurs,Manu Ginobili,28,13,426,21.5,0.61,0.27,0.55,2.9,14.2,8.9,16.3,2.4,1.2,14.5,26.1,1.0,0.3,1.4,0.15,2.4,1.3,3.7,0.6
2006,27,SAS,San Antonio Spurs,Michael Finley,32,13,411,13.1,0.6,0.45,0.19,0.3,14.1,7.6,7.1,1.1,0.6,7.3,14.5,0.6,0.2,0.8,0.09,1.2,0.4,1.7,0.4
2006,27,SAS,San Antonio Spurs,Brent Barry,34,13,301,15.6,0.72,0.56,0.34,1.4,11.6,6.8,11.6,1.6,0.8,11.4,12.8,0.8,0.1,1.0,0.15,2.5,1.6,4.1,0.5
2006,27,SAS,San Antonio Spurs,Robert Horry,35,13,224,12.5,0.57,0.46,0.7,11.6,15.6,13.7,7.3,1.2,3.0,17.1,12.7,0.3,0.2,0.5,0.1,-0.1,1.6,1.6,0.2
2006,27,SAS,San Antonio Spurs,Nick Van Exel,34,12,133,5.7,0.36,0.31,0.28,1.0,10.0,5.8,18.5,1.2,1.1,12.2,15.0,-0.1,0.0,-0.1,-0.03,-4.1,-0.4,-4.6,-0.1
2006,27,SAS,San Antonio Spurs,Rasho Nesterovic,29,9,114,12.7,0.63,0.05,0.1,8.4,24.3,16.8,1.4,1.0,3.3,9.1,9.3,0.2,0.1,0.3,0.13,-1.1,1.6,0.4,0.1
2006,27,SAS,San Antonio Spurs,Nazr Mohammed,28,8,94,21.9,0.78,0.07,1.2,21.8,20.5,21.1,1.7,1.7,4.8,25.9,16.0,0.3,0.1,0.4,0.22,0.7,1.1,1.8,0.1
2006,27,SAS,San Antonio Spurs,Beno Udrih,23,7,47,8.1,0.39,0.2,0.17,2.9,7.7,5.4,32.2,0.0,0.0,8.5,36.4,-0.1,0.0,-0.1,-0.13,-3.3,-4.7,-8.0,-0.1
2006,27,SAS,San Antonio Spurs,Fabricio Oberto,30,7,34,4.8,0.32,0.0,0.44,12.0,10.6,11.3,4.5,1.6,6.7,15.7,18.3,-0.1,0.0,-0.1,-0.09,-6.9,0.6,-6.4,0.0
