Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,27,2134,SAS,San Antonio Spurs,26.0,NBA,SF,27.0,6.0,184.0,21.0,55.0,0.38,4.0,9.0,0.44,17.0,46.0,0.37,0.42,8.0,16.0,0.5,13.0,22.0,35.0,6.0,2.0,4.0,7.0,18.0,54.0
2002,1,2134,ATL,Atlanta Hawks,27.0,NBA,SF,42.0,35.0,1273.0,131.0,263.0,0.5,1.0,7.0,0.14,130.0,256.0,0.51,0.5,75.0,88.0,0.85,80.0,142.0,222.0,45.0,38.0,20.0,49.0,117.0,338.0
2003,1,2134,ATL,Atlanta Hawks,28.0,NBA,SF,73.0,45.0,1931.0,231.0,467.0,0.5,32.0,84.0,0.38,199.0,383.0,0.52,0.53,70.0,90.0,0.78,86.0,185.0,271.0,99.0,50.0,26.0,69.0,174.0,564.0
2004,6,2134,CLE,Cleveland Cavaliers,29.0,NBA,SF,64.0,25.0,1245.0,108.0,276.0,0.39,2.0,19.0,0.1,106.0,257.0,0.41,0.4,36.0,46.0,0.78,65.0,90.0,155.0,72.0,25.0,19.0,54.0,109.0,254.0
2005,6,2134,CLE,Cleveland Cavaliers,30.0,NBA,SG,74.0,69.0,1832.0,182.0,424.0,0.43,19.0,53.0,0.36,163.0,371.0,0.44,0.45,55.0,69.0,0.8,78.0,142.0,220.0,91.0,50.0,18.0,61.0,144.0,438.0
2006,6,2134,CLE,Cleveland Cavaliers,31.0,NBA,SG,36.0,3.0,353.0,17.0,57.0,0.3,3.0,13.0,0.23,14.0,44.0,0.32,0.32,11.0,16.0,0.69,21.0,35.0,56.0,9.0,5.0,10.0,12.0,47.0,48.0
2007,6,2134,CLE,Cleveland Cavaliers,32.0,NBA,SF,15.0,1.0,129.0,16.0,37.0,0.43,8.0,15.0,0.53,8.0,22.0,0.36,0.54,6.0,10.0,0.6,13.0,17.0,30.0,2.0,6.0,0.0,3.0,17.0,46.0
2008,31,2134,TOT,Total After Trade,33.0,NBA,"SF,SG",49.0,13.0,698.0,76.0,174.0,0.44,16.0,49.0,0.33,60.0,125.0,0.48,0.48,20.0,26.0,0.77,47.0,78.0,125.0,18.0,28.0,8.0,34.0,69.0,188.0
2008,6,2134,CLE,Cleveland Cavaliers,33.0,NBA,SG,41.0,13.0,650.0,71.0,158.0,0.45,15.0,45.0,0.33,56.0,113.0,0.5,0.5,20.0,26.0,0.77,41.0,73.0,114.0,14.0,27.0,7.0,31.0,64.0,177.0
2008,21,2134,SEA,Seattle Supersonics,33.0,NBA,SF,2.0,0.0,17.0,2.0,7.0,0.29,0.0,2.0,0.0,2.0,5.0,0.4,0.29,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2008,14,2134,LAL,Los Angeles Lakers,33.0,NBA,SF,6.0,0.0,31.0,3.0,9.0,0.33,1.0,2.0,0.5,2.0,7.0,0.29,0.39,0.0,0.0,,6.0,5.0,11.0,3.0,1.0,1.0,3.0,5.0,7.0
