Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,24.0,NBA,SG,79.0,18.0,1528.0,5.0,11.0,0.46,0.0,0.2,0.11,5.0,10.8,0.46,2.5,4.1,0.6,2.0,4.7,6.6,4.9,2.3,1.1,3.8,4.1,12.5
1984,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,25.0,NBA,SG,81.0,18.0,1730.0,5.7,11.0,0.52,0.0,0.2,0.22,5.7,10.8,0.53,2.5,4.2,0.6,2.1,3.7,5.9,5.2,1.8,1.0,3.3,5.0,14.0
1985,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,26.0,NBA,SF,80.0,80.0,2876.0,6.0,11.6,0.52,0.1,0.3,0.35,5.9,11.4,0.52,4.0,5.2,0.76,1.9,3.5,5.4,6.8,1.6,0.7,3.1,3.2,16.1
1986,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,27.0,NBA,SF,80.0,80.0,2704.0,5.5,11.2,0.49,0.1,0.6,0.18,5.4,10.6,0.5,4.2,5.2,0.81,1.7,3.6,5.3,8.3,2.2,0.9,3.2,3.3,15.3
1987,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,28.0,NBA,SF,61.0,60.0,2057.0,5.1,10.8,0.48,0.3,1.0,0.29,4.9,9.8,0.5,4.2,5.7,0.74,1.7,3.5,5.2,7.7,1.9,0.8,3.3,3.7,14.8
1988,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,29.0,NBA,SG,75.0,75.0,2484.0,5.0,10.2,0.49,0.1,0.6,0.2,4.9,9.6,0.51,4.1,5.2,0.8,1.9,3.6,5.4,7.6,1.6,0.5,2.9,3.4,14.2
1989,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,30.0,NBA,SG,67.0,62.0,2170.0,5.1,10.8,0.47,0.2,0.9,0.22,4.9,9.8,0.5,3.1,4.0,0.78,1.2,3.1,4.3,7.3,2.0,0.7,3.1,3.7,13.5
1990,17,2361,MIL,Milwaukee Bucks,Paul Pressey,1958-12-24,31.0,NBA,SG,57.0,2.0,1400.0,6.1,13.0,0.47,0.2,1.1,0.14,6.0,11.9,0.5,3.7,4.9,0.76,1.5,2.9,4.4,6.3,1.8,0.6,2.8,3.8,16.1
1991,27,2361,SAS,San Antonio Spurs,Paul Pressey,1958-12-24,32.0,NBA,SG,70.0,18.0,1683.0,4.3,9.1,0.47,0.3,1.2,0.28,4.0,7.9,0.5,2.4,2.8,0.83,1.1,2.7,3.8,5.8,1.3,0.7,2.8,3.7,11.3
1992,27,2361,SAS,San Antonio Spurs,Paul Pressey,1958-12-24,33.0,NBA,SG,56.0,7.0,759.0,2.8,7.6,0.37,0.1,1.0,0.14,2.7,6.6,0.41,1.3,1.9,0.68,1.0,3.5,4.5,6.7,1.4,0.9,3.0,4.1,7.2
1993,10,2361,GSW,Golden State Warriors,Paul Pressey,1958-12-24,34.0,NBA,SG,18.0,0.0,268.0,3.9,8.9,0.44,0.0,0.5,0.0,3.9,8.3,0.47,2.8,3.6,0.78,1.1,3.1,4.2,4.0,1.5,0.7,3.1,4.8,10.6
