PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tom Chambers,30.0,81,81.0,3046,810,1617,0.501,24,86,0.27899999999999997,786,1531,0.513,0.508,557,647,0.861,121,450,571,190,88,47,218,260,2201
Kevin Johnson,23.0,74,74.0,2782,578,1159,0.499,8,41,0.195,570,1118,0.51,0.502,501,598,0.838,42,228,270,846,95,14,263,143,1665
Mark West,29.0,82,79.0,2399,331,530,0.625,0,0,,331,530,0.625,0.625,199,288,0.691,212,516,728,45,36,184,126,277,861
Jeff Hornacek,26.0,67,60.0,2278,483,901,0.536,40,98,0.408,443,803,0.552,0.5579999999999999,173,202,0.856,86,227,313,337,117,14,125,144,1179
Dan Majerle,24.0,73,23.0,2244,296,698,0.424,19,80,0.23800000000000002,277,618,0.44799999999999995,0.43799999999999994,198,260,0.762,144,286,430,188,100,32,82,177,809
Eddie Johnson,30.0,64,4.0,1811,411,907,0.45299999999999996,70,184,0.38,341,723,0.47200000000000003,0.49200000000000005,188,205,0.917,69,177,246,107,32,10,108,174,1080
Kurt Rambis,31.0,58,45.0,1456,132,257,0.514,0,2,0.0,132,255,0.518,0.514,52,72,0.722,108,297,405,107,68,27,75,163,316
Andrew Lang,23.0,74,0.0,1011,97,174,0.557,0,0,,97,174,0.557,0.557,64,98,0.653,83,188,271,21,22,133,41,171,258
Kenny Battle,25.0,59,8.0,729,93,170,0.547,1,4,0.25,92,166,0.5539999999999999,0.55,55,82,0.6709999999999999,44,80,124,38,35,11,32,94,242
Greg Grant,23.0,67,3.0,678,83,216,0.384,3,16,0.188,80,200,0.4,0.391,39,59,0.6609999999999999,16,43,59,168,36,1,77,58,208
Tim Perry,24.0,60,18.0,612,100,195,0.513,1,1,1.0,99,194,0.51,0.515,53,90,0.589,79,73,152,17,21,22,47,76,254
Mike McGee,30.0,14,7.0,280,42,87,0.483,8,23,0.348,34,64,0.531,0.529,10,21,0.47600000000000003,11,25,36,16,8,1,14,28,102
Armen Gilliam,25.0,16,7.0,267,52,121,0.43,0,0,,52,121,0.43,0.43,39,56,0.696,26,44,70,8,6,5,17,28,143
Mike Morrison,22.0,36,1.0,153,23,68,0.33799999999999997,2,7,0.28600000000000003,21,61,0.344,0.353,24,30,0.8,7,13,20,11,2,0,23,20,72
Tim Legler,23.0,11,0.0,83,11,29,0.379,0,1,0.0,11,28,0.39299999999999996,0.379,6,6,1.0,4,4,8,6,2,0,4,12,28
Micheal Williams,23.0,6,0.0,26,2,10,0.2,0,0,,2,10,0.2,0.2,1,2,0.5,1,0,1,4,0,0,5,0,5
Team Totals,,82,,19855,3544,7139,0.496,176,543,0.324,3368,6596,0.511,0.509,2159,2716,0.795,1053,2651,3704,2109,668,501,1275,1825,9423
