PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Chris Paul,20,78,2808,22.1,0.546,0.187,0.491,2.5,14.8,8.5,38.2,3.4,0.2,13.7,22.2,,6.8,3.6,10.4,0.17800000000000002,,3.0,2.2,5.2,5.1
David West,25,74,2526,19.7,0.5539999999999999,0.011000000000000001,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23.0,,4.8,2.6,7.4,0.141,,1.8,-0.3,1.4,2.2
P.J. Brown,36,75,2380,12.7,0.515,0.0,0.28800000000000003,8.9,18.8,13.7,6.3,1.0,1.7,12.0,14.7,,2.1,2.3,4.4,0.08800000000000001,,-1.3,-0.2,-1.5,0.3
Desmond Mason,28,70,2102,9.2,0.46,0.009000000000000001,0.43799999999999994,3.5,13.6,8.4,5.4,1.1,0.7,12.1,20.8,,-1.7,1.4,-0.2,-0.005,,-3.5,-1.4,-4.9,-1.5
Speedy Claxton,27,71,2019,16.1,0.49700000000000005,0.086,0.435,2.2,9.3,5.7,29.8,2.9,0.2,14.9,23.8,,1.1,2.0,3.0,0.07200000000000001,,-0.1,0.3,0.1,1.1
Rasual Butler,26,79,1875,10.8,0.501,0.382,0.18,3.2,11.8,7.4,3.7,0.9,2.0,8.7,18.6,,0.4,1.3,1.7,0.045,,-0.9,-1.1,-2.0,0.0
Kirk Snyder,22,68,1310,14.6,0.537,0.285,0.258,4.9,9.9,7.3,13.9,1.2,1.4,12.2,20.5,,1.4,0.9,2.2,0.08199999999999999,,1.1,-0.5,0.6,0.9
J.R. Smith,20,55,989,12.7,0.515,0.38299999999999995,0.276,2.2,11.3,6.6,10.3,2.0,0.3,11.6,21.9,,0.4,0.8,1.2,0.06,,-0.8,-0.2,-1.0,0.3
Aaron Williams,34,34,692,12.2,0.5479999999999999,0.0,0.331,9.9,18.9,14.3,3.9,1.0,2.1,12.2,13.8,,0.8,0.7,1.5,0.10300000000000001,,-2.7,-0.6,-3.3,-0.2
Marc Jackson,31,27,594,13.9,0.519,0.009000000000000001,0.154,10.9,14.8,12.8,7.0,0.7,0.3,13.6,21.5,,0.3,0.4,0.7,0.054000000000000006,,-1.3,-2.6,-3.9,-0.3
Chris Andersen,27,32,570,14.1,0.562,0.0,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,,0.6,0.7,1.3,0.11199999999999999,,-2.0,0.9,-1.2,0.1
Linton Johnson,25,27,489,10.5,0.47600000000000003,0.259,0.165,9.5,18.8,14.0,4.1,1.1,2.0,13.9,16.5,,-0.1,0.5,0.4,0.043,,-2.5,-1.3,-3.9,-0.2
Jackson Vroman,24,41,406,5.9,0.428,0.0,0.667,9.4,16.0,12.6,4.2,1.6,2.2,19.7,12.2,,-0.3,0.4,0.1,0.013999999999999999,,-6.2,0.5,-5.7,-0.4
Boštjan Nachbar,25,25,405,7.3,0.451,0.46,0.29,1.1,13.6,7.2,8.9,1.7,1.0,12.5,18.4,,-0.3,0.4,0.0,0.002,,-3.9,0.2,-3.8,-0.2
Brandon Bass,20,29,268,9.1,0.434,0.0,0.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,,-0.2,0.3,0.1,0.013000000000000001,,-3.6,-1.4,-5.0,-0.2
Moochie Norris,32,16,183,9.6,0.517,0.191,0.532,1.9,11.4,6.5,19.0,1.8,0.0,22.7,19.1,,-0.1,0.1,0.0,0.006,,-3.8,-0.6,-4.3,-0.1
Arvydas Macijauskas,26,19,135,8.3,0.462,0.293,0.366,2.6,6.3,4.4,6.1,2.8,0.0,14.4,19.2,,-0.1,0.1,0.0,-0.001,,-4.3,0.0,-4.2,-0.1
Marcus Fizer,27,3,39,14.1,0.5589999999999999,0.059000000000000004,0.11800000000000001,3.0,18.8,10.7,5.3,0.0,0.0,10.1,23.8,,0.0,0.0,0.0,0.055999999999999994,,-1.4,-2.3,-3.7,0.0
Maciej Lampe,20,2,16,-6.1,0.0,0.0,0.0,7.2,22.9,14.9,17.5,0.0,0.0,20.0,14.6,,-0.1,0.0,-0.1,-0.257,,-10.6,-2.6,-13.1,0.0
