Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2002,12,347,IND,Indiana Pacers,22.0,NBA,C,22.0,4.0,160.0,4.6,9.5,0.48,0.0,0.0,,4.6,9.5,0.48,4.9,8.2,0.6,5.2,3.9,9.1,2.0,0.0,2.3,2.0,9.1,14.0,,113.0,108.0
2003,12,347,IND,Indiana Pacers,23.0,NBA,C,22.0,1.0,111.0,7.1,17.9,0.4,0.0,0.5,0.0,7.1,17.5,0.4,5.7,9.4,0.6,6.1,4.7,10.9,1.9,0.9,1.9,3.3,7.6,19.8,,95.0,103.0
2004,12,347,IND,Indiana Pacers,24.0,NBA,C,18.0,0.0,72.0,9.1,19.8,0.46,0.0,0.0,,9.1,19.8,0.46,3.0,4.6,0.67,3.8,7.6,11.4,2.3,0.0,2.3,4.6,9.9,21.3,,90.0,100.0
2005,4,347,CHA,Charlotte Bobcats,25.0,NBA,C,72.0,72.0,2276.0,8.8,17.3,0.51,0.0,0.0,,8.8,17.3,0.51,3.7,5.0,0.74,5.2,7.0,12.1,2.0,0.8,1.3,2.4,4.2,21.4,,111.0,109.0
2006,4,347,CHA,Charlotte Bobcats,26.0,NBA,C,79.0,79.0,2165.0,9.7,18.8,0.52,0.0,0.0,0.0,9.7,18.7,0.52,3.9,5.3,0.73,4.3,6.1,10.4,1.1,0.5,0.8,2.0,5.4,23.3,,111.0,110.0
2007,4,347,CHA,Charlotte Bobcats,27.0,NBA,C,58.0,40.0,838.0,7.6,17.1,0.44,0.1,0.2,0.33,7.5,16.9,0.45,2.7,4.2,0.63,5.0,6.5,11.5,1.4,0.7,1.4,2.4,10.0,17.9,,98.0,109.0
2008,31,347,TOT,Total After Trade,28.0,NBA,C,50.0,18.0,475.0,4.9,10.5,0.47,0.0,0.0,,4.9,10.5,0.47,2.7,4.5,0.6,3.3,5.7,9.0,1.2,0.3,0.8,2.7,9.3,12.5,,95.0,111.0
2008,4,347,CHA,Charlotte Bobcats,28.0,NBA,C,20.0,18.0,267.0,3.3,8.4,0.4,0.0,0.0,,3.3,8.4,0.4,0.6,1.0,0.6,2.7,5.9,8.6,1.2,0.0,0.6,2.9,6.9,7.2,,77.0,114.0
2008,9,347,DET,Detroit Pistons,28.0,NBA,C,17.0,0.0,98.0,5.6,7.3,0.77,0.0,0.0,,5.6,7.3,0.77,3.9,7.9,0.5,3.9,6.7,10.7,2.2,1.1,1.1,2.8,12.9,15.1,,120.0,104.0
2008,28,347,TOR,Toronto Raptors,28.0,NBA,C,13.0,0.0,110.0,8.2,18.4,0.45,0.0,0.0,,8.2,18.4,0.45,6.8,10.2,0.67,4.4,4.4,8.7,0.5,0.5,1.0,1.9,12.1,23.2,,105.0,110.0
2010,31,347,TOT,Total After Trade,30.0,NBA,C,21.0,0.0,95.0,5.0,14.3,0.35,0.0,0.0,,5.0,14.3,0.35,0.6,3.3,0.17,6.6,7.2,13.8,0.6,0.6,1.7,1.1,10.5,10.5,,85.0,107.0
2010,23,347,PHI,Philadelphia 76Ers,30.0,NBA,C,7.0,0.0,36.0,2.9,18.9,0.15,0.0,0.0,,2.9,18.9,0.15,1.5,2.9,0.5,8.7,8.7,17.5,0.0,1.5,1.5,0.0,13.1,7.3,,68.0,109.0
2010,17,347,MIL,Milwaukee Bucks,30.0,NBA,C,14.0,0.0,59.0,6.2,11.5,0.54,0.0,0.0,,6.2,11.5,0.54,0.0,3.5,0.0,5.3,6.2,11.5,0.9,0.0,1.8,1.8,8.9,12.4,,98.0,106.0
