Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1983,17,MIL,Milwaukee Bucks,Marques Johnson,26,9,382,18.0,0.51,0.01,0.25,7.9,13.3,10.5,16.1,1.1,1.1,9.8,23.6,0.7,0.4,1.1,0.14,5.4,-1.1,4.4,0.6
1983,17,MIL,Milwaukee Bucks,Sidney Moncrief,25,9,377,15.4,0.5,0.01,0.43,8.0,9.8,8.9,13.0,2.4,0.5,13.8,21.8,0.4,0.5,0.9,0.12,3.1,-0.3,2.8,0.5
1983,17,MIL,Milwaukee Bucks,Junior Bridgeman,29,9,308,16.5,0.53,0.04,0.23,7.3,9.0,8.1,14.2,1.6,0.4,11.7,22.1,0.6,0.3,0.9,0.14,4.0,-0.9,3.2,0.4
1983,17,MIL,Milwaukee Bucks,Bob Lanier,34,9,250,18.9,0.59,0.0,0.39,7.3,21.3,14.0,14.5,1.0,3.3,16.7,21.1,0.4,0.4,0.8,0.16,4.2,1.2,5.4,0.5
1983,17,MIL,Milwaukee Bucks,Brian Winters,30,9,240,11.4,0.49,0.13,0.2,3.1,7.2,5.1,19.3,1.3,1.0,15.7,19.0,0.1,0.2,0.3,0.07,1.3,-0.9,0.4,0.1
1983,17,MIL,Milwaukee Bucks,Alton Lister,24,9,206,12.0,0.44,0.02,0.08,10.9,22.4,16.5,7.5,2.2,4.2,20.7,16.8,-0.2,0.4,0.3,0.06,-1.2,1.3,0.1,0.1
1983,17,MIL,Milwaukee Bucks,Paul Pressey,24,9,150,9.0,0.41,0.02,0.43,10.0,14.6,12.2,13.1,3.0,2.3,24.4,20.7,-0.3,0.3,-0.1,-0.02,-2.0,1.0,-1.0,0.0
1983,17,MIL,Milwaukee Bucks,Harvey Catchings,31,9,139,11.3,0.52,0.0,0.16,11.6,19.1,15.2,3.7,0.7,4.2,9.0,6.7,0.2,0.2,0.4,0.14,1.1,0.8,1.9,0.1
1983,17,MIL,Milwaukee Bucks,Charlie Criss,34,9,116,17.5,0.56,0.03,0.53,0.9,13.0,6.7,14.6,3.9,0.0,6.7,16.3,0.3,0.2,0.5,0.22,2.0,3.4,5.4,0.2
1983,17,MIL,Milwaukee Bucks,Paul Mokeski,26,4,12,17.4,0.5,0.0,0.0,8.9,9.6,9.3,12.4,4.2,0.0,0.0,14.0,0.0,0.0,0.0,0.2,5.0,1.7,6.6,0.0
1983,17,MIL,Milwaukee Bucks,Phil Ford,26,2,5,42.1,0.65,0.0,3.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,39.0,0.1,0.0,0.1,0.73,14.4,1.7,16.1,0.0
