Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1983,23,PHI,Philadelphia 76Ers,Moses Malone,27,13,524,25.7,0.59,0.0,0.51,15.3,28.2,21.9,6.1,1.8,2.8,12.2,26.0,1.6,1.2,2.8,0.26,6.8,-0.4,6.4,1.1
1983,23,PHI,Philadelphia 76Ers,Julius Erving,32,13,493,16.0,0.5,0.0,0.32,7.4,14.8,11.2,13.3,1.5,3.2,13.9,23.6,0.3,0.8,1.2,0.11,2.6,0.3,2.9,0.6
1983,23,PHI,Philadelphia 76Ers,Maurice Cheeks,26,13,483,17.3,0.55,0.01,0.39,2.6,6.3,4.5,27.2,2.7,0.2,15.0,19.6,0.9,0.6,1.6,0.16,4.0,0.2,4.1,0.7
1983,23,PHI,Philadelphia 76Ers,Andrew Toney,25,12,357,15.5,0.52,0.03,0.37,3.5,5.2,4.4,24.9,1.5,0.2,17.3,30.4,0.3,0.4,0.6,0.08,2.0,-2.2,-0.2,0.2
1983,23,PHI,Philadelphia 76Ers,Bobby Jones,31,12,324,15.9,0.59,0.01,0.26,6.7,13.1,10.0,14.4,2.3,3.2,17.2,13.5,0.5,0.6,1.1,0.16,3.7,2.5,6.3,0.7
1983,23,PHI,Philadelphia 76Ers,Clint Richardson,26,13,319,9.6,0.49,0.0,0.2,5.0,8.5,6.8,9.6,2.3,0.5,13.4,13.6,0.2,0.4,0.6,0.09,-0.5,0.8,0.3,0.2
1983,23,PHI,Philadelphia 76Ers,Marc Iavaroni,26,13,283,10.4,0.56,0.0,0.35,8.9,13.4,11.2,8.8,1.4,1.4,17.8,10.7,0.3,0.4,0.7,0.12,0.5,0.7,1.2,0.2
1983,23,PHI,Philadelphia 76Ers,Clemon Johnson,26,12,202,8.4,0.49,0.0,0.08,11.9,11.8,11.9,4.7,1.0,1.4,19.1,12.9,0.0,0.3,0.3,0.06,-1.1,-1.1,-2.2,0.0
1983,23,PHI,Philadelphia 76Ers,Franklin Edwards,23,12,101,14.6,0.51,0.0,0.53,2.3,7.5,5.0,22.9,2.4,0.0,13.2,18.8,0.2,0.1,0.3,0.14,1.6,0.3,1.9,0.1
1983,23,PHI,Philadelphia 76Ers,Reggie Johnson,25,5,32,3.0,0.62,0.0,0.5,0.0,0.0,0.0,11.7,1.5,0.0,38.1,10.3,0.0,0.0,0.0,0.01,-3.3,0.1,-3.2,0.0
1983,23,PHI,Philadelphia 76Ers,Earl Cureton,25,5,25,-1.3,0.25,0.0,0.0,0.0,21.7,11.2,4.9,4.0,0.0,42.9,11.7,-0.1,0.1,0.0,-0.1,-8.8,1.4,-7.4,0.0
1983,23,PHI,Philadelphia 76Ers,Mark McNamara,23,2,2,85.2,1.0,0.0,0.0,0.0,54.3,27.9,0.0,0.0,0.0,0.0,41.6,0.1,0.0,0.1,1.49,38.3,9.2,47.6,0.0
