Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,13,759,LAC,Los Angeles Clippers,20.0,NBA,PG,76.0,1.0,1237.0,4.3,10.5,0.41,0.8,2.3,0.35,3.5,8.2,0.43,3.6,5.2,0.7,0.2,2.4,2.6,5.2,1.2,0.3,2.7,3.1,13.1
2002,13,759,LAC,Los Angeles Clippers,21.0,NBA,PG,14.0,0.0,155.0,5.1,13.2,0.39,0.9,3.3,0.29,4.2,10.0,0.42,2.3,2.8,0.83,0.0,0.7,0.7,2.8,0.9,0.7,2.3,4.6,13.5
2003,13,759,LAC,Los Angeles Clippers,22.0,NBA,SG,55.0,1.0,969.0,4.8,12.2,0.39,1.9,5.2,0.36,2.9,7.1,0.41,1.6,2.1,0.77,0.3,2.3,2.7,3.3,0.9,0.2,2.2,3.5,13.0
2004,13,759,LAC,Los Angeles Clippers,23.0,NBA,PG,58.0,24.0,1137.0,4.3,11.1,0.39,0.3,1.5,0.17,4.1,9.7,0.42,2.5,3.0,0.83,0.5,2.0,2.5,4.1,1.4,0.2,2.1,3.4,11.4
2005,16,759,MIA,Miami Heat,24.0,NBA,PG,74.0,0.0,1184.0,4.2,10.5,0.4,0.6,2.3,0.25,3.6,8.2,0.44,2.6,3.3,0.78,0.3,2.4,2.7,4.0,1.2,0.3,2.0,3.6,11.6
2006,22,759,ORL,Orlando Magic,25.0,NBA,PG,50.0,7.0,1137.0,5.6,12.8,0.44,0.4,1.4,0.3,5.2,11.5,0.46,3.2,3.8,0.84,0.3,2.1,2.5,3.5,1.6,0.1,2.6,3.7,14.9
2007,22,759,ORL,Orlando Magic,26.0,NBA,SG,66.0,2.0,1435.0,4.7,11.5,0.41,0.8,2.4,0.32,3.9,9.1,0.43,2.9,3.5,0.81,0.6,1.6,2.2,2.8,1.3,0.4,1.8,3.1,13.1
2008,22,759,ORL,Orlando Magic,27.0,NBA,PG,72.0,1.0,1334.0,5.3,11.4,0.47,0.6,1.8,0.34,4.7,9.7,0.49,4.4,5.2,0.84,0.2,2.5,2.7,3.6,1.0,0.1,1.6,3.5,15.7
2009,3,759,NJN,New Jersey Nets,28.0,NBA,PG,77.0,18.0,2074.0,4.5,10.4,0.44,1.7,4.1,0.42,2.8,6.3,0.45,2.2,2.7,0.82,0.4,2.3,2.7,4.7,1.2,0.1,1.8,2.3,13.0
2010,3,759,NJN,New Jersey Nets,29.0,NBA,PG,53.0,8.0,971.0,4.8,12.0,0.4,2.2,5.8,0.38,2.6,6.2,0.42,1.7,2.3,0.77,0.3,1.7,2.0,5.0,1.3,0.0,2.2,3.0,13.5
2011,17,759,MIL,Milwaukee Bucks,30.0,NBA,PG,80.0,22.0,1757.0,4.2,10.6,0.4,1.7,4.8,0.35,2.6,5.8,0.44,1.6,1.9,0.83,0.2,2.2,2.4,5.0,1.1,0.1,1.9,2.4,11.7
2012,2,759,BOS,Boston Celtics,31.0,NBA,SG,46.0,2.0,662.0,3.6,8.9,0.4,1.5,4.4,0.33,2.1,4.5,0.48,1.3,1.7,0.74,0.2,2.0,2.1,2.8,0.7,0.1,1.8,3.1,9.9
2013,15,759,MEM,Memphis Grizzlies,32.0,NBA,PG,7.0,0.0,82.0,4.4,9.2,0.48,2.2,5.3,0.42,2.2,4.0,0.56,2.6,3.1,0.86,0.0,0.4,0.4,3.5,0.4,0.0,2.2,3.5,13.6
