Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",20.0,NBA,SG,16,,658,5.6,10.9,0.52,0.1,0.4,0.25,5.5,10.4,0.53,4.7,5.8,0.8,2.8,6.3,9.2,8.3,2.7,0.3,3.6,2.6,16.0
1981,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",21.0,NBA,SG,3,,127,5.4,13.9,0.39,0.0,0.0,,5.4,13.9,0.39,3.7,5.7,0.65,2.3,9.4,11.6,6.0,2.3,0.9,3.1,4.0,14.5
1982,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",22.0,NBA,SG,14,,562,5.3,10.1,0.53,0.0,0.3,0.0,5.3,9.8,0.54,4.9,6.0,0.83,3.5,6.7,10.1,8.3,2.6,0.2,2.8,3.2,15.6
1983,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",23.0,NBA,SG,15,,643,5.6,11.5,0.48,0.0,0.6,0.0,5.6,10.9,0.51,3.8,4.5,0.84,2.9,4.3,7.2,10.7,1.9,0.7,3.6,2.7,15.0
1984,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",24.0,NBA,PG,21,,837,6.5,11.8,0.55,0.0,0.3,0.0,6.5,11.5,0.57,3.4,4.3,0.8,1.1,4.9,6.0,12.2,1.8,0.9,3.4,3.1,16.4
1985,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",25.0,NBA,PG,19,19.0,687,6.1,11.8,0.51,0.1,0.4,0.14,6.0,11.5,0.52,5.2,6.2,0.85,1.0,6.0,7.0,15.1,1.7,0.2,4.0,2.5,17.4
1986,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",26.0,NBA,PG,14,14.0,541,7.3,13.6,0.54,0.0,0.7,0.0,7.3,12.9,0.57,5.5,7.1,0.77,1.4,5.3,6.7,14.0,1.8,0.1,3.0,2.9,20.1
1987,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",27.0,NBA,PG,18,18.0,666,7.9,14.6,0.54,0.1,0.5,0.2,7.8,14.1,0.55,5.3,6.4,0.83,1.5,6.0,7.5,11.8,1.7,0.4,2.8,2.0,21.2
1988,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",28.0,NBA,PG,24,24.0,965,6.3,12.3,0.51,0.3,0.5,0.5,6.0,11.8,0.51,4.9,5.8,0.85,1.2,3.7,4.8,11.3,1.3,0.1,3.1,2.3,17.8
1989,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",29.0,NBA,PG,14,14.0,518,5.9,12.1,0.49,0.7,2.4,0.29,5.2,9.7,0.54,5.4,6.0,0.91,1.0,4.7,5.8,11.5,1.9,0.2,3.7,2.1,17.9
1990,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",30.0,NBA,PG,9,9.0,376,7.3,14.8,0.49,0.5,2.4,0.2,6.8,12.4,0.55,6.7,7.6,0.89,1.1,4.3,5.5,11.0,1.1,0.1,3.4,2.7,21.7
1991,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",31.0,NBA,PG,19,19.0,823,5.2,11.7,0.44,0.9,3.1,0.3,4.2,8.6,0.49,6.9,7.8,0.88,1.0,5.7,6.7,10.5,1.0,0.0,3.4,1.9,18.1
1996,14,1504,LAL,Los Angeles Lakers,Magic Johnson,"August 14, 1959",36.0,NBA,PF,4,0.0,135,4.0,10.4,0.38,0.8,2.4,0.33,3.2,8.0,0.4,7.5,8.8,0.85,2.1,6.9,9.1,6.9,0.0,0.0,3.2,0.8,16.3
