Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,21.0,UTA,NBA,PG,80.0,47.0,2307.0,339.0,805.0,0.421,91.0,219.0,0.416,248.0,586.0,0.423,0.478,95.0,135.0,0.704,35.0,159.0,194.0,359.0,60.0,17.0,145.0,233.0,864.0
2006-07,22.0,UTA,NBA,PG,80.0,80.0,2950.0,494.0,1083.0,0.456,82.0,255.0,0.322,412.0,828.0,0.498,0.494,227.0,296.0,0.767,41.0,226.0,267.0,745.0,78.0,13.0,246.0,254.0,1297.0
2007-08,23.0,UTA,NBA,PG,82.0,82.0,3059.0,566.0,1117.0,0.507,83.0,210.0,0.395,483.0,907.0,0.533,0.544,330.0,411.0,0.803,34.0,209.0,243.0,862.0,90.0,23.0,279.0,200.0,1545.0
2008-09,24.0,UTA,NBA,PG,68.0,68.0,2505.0,463.0,984.0,0.471,70.0,226.0,0.31,393.0,758.0,0.518,0.506,326.0,384.0,0.849,24.0,171.0,195.0,725.0,73.0,20.0,228.0,134.0,1322.0
2009-10,25.0,UTA,NBA,PG,76.0,76.0,2802.0,494.0,1053.0,0.469,96.0,259.0,0.371,398.0,794.0,0.501,0.515,335.0,418.0,0.801,50.0,253.0,303.0,798.0,96.0,16.0,252.0,208.0,1419.0
2010-11,26.0,TOT,NBA,PG,65.0,65.0,2465.0,428.0,975.0,0.439,105.0,317.0,0.331,323.0,658.0,0.491,0.493,348.0,412.0,0.845,40.0,220.0,260.0,667.0,79.0,15.0,230.0,190.0,1309.0
2010-11,26.0,UTA,NBA,PG,53.0,53.0,2009.0,369.0,806.0,0.458,89.0,258.0,0.345,280.0,548.0,0.511,0.513,302.0,354.0,0.853,32.0,173.0,205.0,514.0,64.0,12.0,187.0,152.0,1129.0
2010-11,26.0,NJN,NBA,PG,12.0,12.0,456.0,59.0,169.0,0.349,16.0,59.0,0.271,43.0,110.0,0.391,0.396,46.0,58.0,0.793,8.0,47.0,55.0,153.0,15.0,3.0,43.0,38.0,180.0
2011-12,27.0,NJN,NBA,PG,55.0,55.0,1999.0,391.0,961.0,0.407,115.0,342.0,0.336,276.0,619.0,0.446,0.467,257.0,305.0,0.843,23.0,160.0,183.0,481.0,67.0,20.0,219.0,121.0,1154.0
2012-13,28.0,BRK,NBA,PG,78.0,78.0,2842.0,495.0,1124.0,0.44,169.0,447.0,0.378,326.0,677.0,0.482,0.516,317.0,369.0,0.859,29.0,203.0,232.0,604.0,75.0,30.0,218.0,194.0,1476.0
2013-14,29.0,BRK,NBA,PG,64.0,58.0,2059.0,322.0,716.0,0.45,98.0,268.0,0.366,224.0,448.0,0.5,0.518,173.0,216.0,0.801,15.0,153.0,168.0,392.0,93.0,13.0,143.0,148.0,915.0
2014-15,30.0,BRK,NBA,PG,68.0,55.0,2114.0,298.0,771.0,0.387,87.0,237.0,0.367,211.0,534.0,0.395,0.443,201.0,241.0,0.834,29.0,208.0,237.0,448.0,64.0,17.0,154.0,157.0,884.0
2015-16,31.0,DAL,NBA,PG,65.0,63.0,2106.0,321.0,775.0,0.414,97.0,282.0,0.344,224.0,493.0,0.454,0.477,179.0,206.0,0.869,19.0,171.0,190.0,378.0,61.0,14.0,150.0,155.0,918.0
2016-17,32.0,TOT,NBA,PG,64.0,44.0,1657.0,263.0,600.0,0.438,85.0,234.0,0.363,178.0,366.0,0.486,0.509,90.0,109.0,0.826,14.0,133.0,147.0,360.0,31.0,8.0,138.0,138.0,701.0
2016-17,32.0,DAL,NBA,PG,40.0,40.0,1171.0,195.0,453.0,0.43,63.0,181.0,0.348,132.0,272.0,0.485,0.5,69.0,84.0,0.821,13.0,89.0,102.0,274.0,25.0,2.0,98.0,96.0,522.0
2016-17,32.0,CLE,NBA,PG,24.0,4.0,486.0,68.0,147.0,0.463,22.0,53.0,0.415,46.0,94.0,0.489,0.537,21.0,25.0,0.84,1.0,44.0,45.0,86.0,6.0,6.0,40.0,42.0,179.0
