Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2008,18,342,MIN,Minnesota Timberwolves,21.0,NBA,SF,79.0,35.0,1803.0,5.3,14.1,0.37,0.2,1.0,0.19,5.1,13.0,0.39,2.6,3.2,0.8,2.4,6.1,8.5,3.2,2.2,0.7,2.6,5.4,13.3,,91.0,110.0
2009,18,342,MIN,Minnesota Timberwolves,22.0,NBA,SF,15.0,8.0,307.0,6.3,15.4,0.41,0.9,2.0,0.42,5.5,13.3,0.41,2.4,3.2,0.74,3.1,5.3,8.4,4.3,2.6,0.5,2.2,6.3,15.9,,102.0,110.0
2010,18,342,MIN,Minnesota Timberwolves,23.0,NBA,SG,82.0,82.0,2482.0,8.2,19.1,0.43,1.7,4.8,0.35,6.6,14.3,0.46,3.3,5.2,0.65,1.4,4.2,5.6,3.9,2.4,0.6,3.3,4.5,21.5,,98.0,111.0
2011,31,342,TOT,Total After Trade,24.0,NBA,"SF,SG",69.0,24.0,1510.0,6.4,16.2,0.4,1.0,3.7,0.27,5.4,12.5,0.43,4.5,6.4,0.71,1.9,3.9,5.8,2.9,3.3,0.5,2.9,5.3,18.3,,98.0,109.0
2011,18,342,MIN,Minnesota Timberwolves,24.0,NBA,SF,56.0,22.0,1362.0,6.1,16.0,0.38,0.9,3.6,0.26,5.2,12.3,0.42,4.4,6.2,0.71,1.6,3.9,5.6,2.8,3.3,0.5,2.8,4.9,17.6,,96.0,110.0
2011,7,342,DAL,Dallas Mavericks,24.0,NBA,SG,13.0,2.0,148.0,8.9,18.1,0.49,1.4,4.6,0.31,7.5,13.5,0.55,5.3,7.5,0.71,4.3,3.9,8.2,4.3,3.9,0.7,3.6,8.9,24.5,,111.0,102.0
2012,8,342,DEN,Denver Nuggets,25.0,NBA,SF,59.0,17.0,1287.0,8.0,18.3,0.43,1.3,5.0,0.26,6.7,13.3,0.5,3.6,5.1,0.69,1.7,4.2,5.9,3.5,2.9,0.7,2.2,4.5,20.8,,104.0,106.0
2013,8,342,DEN,Denver Nuggets,26.0,NBA,SF,82.0,2.0,2003.0,9.5,22.3,0.42,2.3,7.7,0.3,7.2,14.5,0.49,3.8,5.4,0.69,1.4,4.5,5.9,3.1,3.0,0.6,2.6,3.9,25.0,,104.0,105.0
2014,18,342,MIN,Minnesota Timberwolves,27.0,NBA,SF,81.0,81.0,2609.0,7.3,15.3,0.48,1.1,4.0,0.28,6.2,11.3,0.55,3.1,4.3,0.72,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,,108.0,107.0
2015,31,342,TOT,Total After Trade,28.0,NBA,SF,80.0,17.0,2087.0,8.2,19.3,0.43,1.5,5.6,0.27,6.7,13.7,0.49,4.0,5.4,0.74,1.9,5.2,7.1,4.2,2.7,0.5,3.1,4.2,22.0,,101.0,106.0
2015,18,342,MIN,Minnesota Timberwolves,28.0,NBA,SF,24.0,16.0,680.0,7.0,16.8,0.42,0.6,3.1,0.2,6.4,13.8,0.47,4.1,5.8,0.7,2.4,4.6,7.0,5.8,4.0,0.3,3.7,4.6,18.8,,97.0,109.0
2015,11,342,HOU,Houston Rockets,28.0,NBA,SF,56.0,1.0,1407.0,8.8,20.5,0.43,1.9,6.9,0.28,6.9,13.6,0.5,4.0,5.2,0.76,1.7,5.5,7.2,3.4,2.1,0.5,2.9,3.9,23.5,,103.0,105.0
2016,11,342,HOU,Houston Rockets,29.0,NBA,SF,82.0,12.0,1669.0,6.2,16.3,0.38,1.8,6.6,0.27,4.4,9.7,0.46,3.1,4.1,0.75,1.2,4.6,5.9,3.2,2.5,0.6,2.3,4.9,17.4,,98.0,109.0
2017,31,342,TOT,Total After Trade,30.0,NBA,SF,82.0,11.0,1281.0,5.5,13.1,0.42,1.0,4.4,0.23,4.5,8.7,0.52,1.9,2.6,0.74,1.2,5.0,6.2,3.6,2.3,0.8,2.1,5.0,14.0,,101.0,110.0
2017,11,342,HOU,Houston Rockets,30.0,NBA,SF,58.0,8.0,923.0,4.9,11.8,0.41,1.1,4.9,0.23,3.7,6.9,0.54,1.7,2.3,0.73,1.1,4.8,5.9,3.2,1.9,0.6,1.9,5.4,12.6,,100.0,110.0
2017,14,342,LAL,Los Angeles Lakers,30.0,NBA,SF,24.0,3.0,358.0,7.2,16.5,0.44,0.7,3.3,0.21,6.5,13.2,0.5,2.4,3.3,0.75,1.5,5.6,7.1,4.9,3.3,1.1,2.6,3.9,17.6,,101.0,110.0
2018,31,342,TOT,Total After Trade,31.0,NBA,"SF,SG",72.0,18.0,1208.0,5.7,12.7,0.45,1.2,4.4,0.28,4.5,8.3,0.54,2.6,3.6,0.72,1.7,4.5,6.2,2.6,3.2,0.6,2.0,5.6,15.3,,107.0,106.0
2018,14,342,LAL,Los Angeles Lakers,31.0,NBA,SF,54.0,2.0,694.0,5.4,11.9,0.45,0.6,3.0,0.19,4.8,8.9,0.54,2.3,3.5,0.67,1.6,4.8,6.4,2.8,2.8,0.6,2.6,5.7,13.6,,97.0,107.0
2018,21,342,OKC,Oklahoma City Thunder,31.0,NBA,SG,18.0,16.0,514.0,6.2,13.9,0.44,2.2,6.5,0.34,4.0,7.4,0.53,3.0,3.8,0.8,1.9,4.0,5.9,2.3,3.7,0.6,1.1,5.4,17.6,,121.0,105.0
2019,31,342,TOT,Total After Trade,32.0,NBA,SF,31.0,3.0,492.0,5.0,11.7,0.43,1.3,4.2,0.32,3.7,7.5,0.49,2.9,4.1,0.72,2.5,4.7,7.2,3.7,3.0,0.7,1.8,6.0,14.3,,112.0,109.0
