Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2018,14,496,LAL,Los Angeles Lakers,23.0,NBA,PG,37,562,8.7,0.52,0.37,0.26,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,,-0.1,0.6,0.5,0.04,,-3.8,0.9,-2.9,-0.1
2019,14,496,LAL,Los Angeles Lakers,24.0,NBA,PG,25,531,13.9,0.57,0.29,0.37,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,,0.5,0.6,1.0,0.09,,-1.0,0.7,-0.2,0.2
2020,14,496,LAL,Los Angeles Lakers,25.0,NBA,PG,64,1175,10.8,0.52,0.41,0.32,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,,0.5,1.8,2.3,0.1,,-2.6,2.4,-0.2,0.5
2021,14,496,LAL,Los Angeles Lakers,26.0,NBA,PG,12,213,13.8,0.66,0.62,0.08,2.6,12.1,7.6,16.3,2.9,1.2,20.7,12.6,,0.3,0.4,0.7,0.16,,0.1,2.6,2.8,0.3
