Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,26.0,PHI,NBA,C,24,0,232,3.9,7.4,0.521,0.0,0.2,0.0,3.9,7.3,0.532,1.1,2.2,0.5,3.1,8.1,11.2,1.2,0.5,4.8,2.8,8.5,8.8
