Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,17,643,MIL,Milwaukee Bucks,23.0,NBA,C,71.0,,900.0,7.5,14.8,0.5,0.0,0.0,,7.5,14.8,0.5,3.8,4.9,0.76,3.2,6.3,9.5,2.1,0.9,0.7,3.0,5.6,18.7
1981,17,643,MIL,Milwaukee Bucks,24.0,NBA,C,74.0,,1084.0,8.2,15.3,0.54,0.0,0.1,0.0,8.2,15.2,0.54,3.3,4.6,0.71,3.2,6.5,9.7,2.1,1.0,0.6,3.8,6.4,19.8
1982,17,643,MIL,Milwaukee Bucks,25.0,NBA,PF,78.0,7.0,1132.0,7.0,13.7,0.51,0.0,0.1,0.0,7.0,13.6,0.51,2.1,2.9,0.74,1.9,5.9,7.8,3.1,0.7,0.3,3.4,7.2,16.1
1983,7,643,DAL,Dallas Mavericks,26.0,NBA,C,81.0,71.0,2317.0,6.7,13.6,0.49,0.0,0.0,0.0,6.7,13.6,0.49,2.3,3.0,0.76,3.5,6.9,10.4,2.2,0.9,0.5,2.5,4.6,15.8
1984,7,643,DAL,Dallas Mavericks,27.0,NBA,PF,80.0,80.0,2492.0,6.5,13.2,0.49,0.0,0.0,0.0,6.5,13.2,0.5,2.0,2.7,0.74,2.2,7.3,9.5,2.3,0.9,0.3,2.1,4.1,15.1
1985,20,643,NYK,New York Knicks,28.0,NBA,C,63.0,63.0,2069.0,7.1,13.9,0.51,0.0,0.1,0.0,7.1,13.8,0.52,3.1,3.9,0.78,2.4,6.6,9.0,1.9,0.9,0.3,2.9,4.3,17.3
1986,20,643,NYK,New York Knicks,29.0,NBA,C,31.0,30.0,1007.0,7.0,14.6,0.48,0.0,0.1,0.0,7.0,14.5,0.48,3.5,5.0,0.7,3.3,6.7,10.0,1.7,1.0,0.4,3.1,4.9,17.4
1987,20,643,NYK,New York Knicks,30.0,NBA,PF,49.0,11.0,1056.0,5.9,13.0,0.45,0.0,0.0,,5.9,13.0,0.45,2.7,3.7,0.72,4.2,6.4,10.6,1.3,0.9,0.2,2.9,4.9,14.4
1988,20,643,NYK,New York Knicks,31.0,NBA,PF,62.0,9.0,946.0,5.3,11.7,0.46,0.0,0.0,0.0,5.3,11.6,0.46,2.2,3.0,0.74,3.1,5.8,8.9,1.4,0.8,0.4,2.5,5.4,12.9
1989,16,643,MIA,Miami Heat,32.0,NBA,PF,53.0,28.0,1096.0,6.5,12.9,0.5,0.0,0.1,0.0,6.5,12.9,0.5,2.4,3.2,0.74,2.8,6.5,9.2,1.5,1.0,0.6,3.6,5.3,15.3
1990,16,643,MIA,Miami Heat,33.0,NBA,C,37.0,1.0,391.0,7.1,14.6,0.48,0.0,0.0,,7.1,14.6,0.48,1.9,3.4,0.57,2.6,6.0,8.6,1.2,1.1,0.4,2.9,5.5,16.1
1991,29,643,UTA,Utah Jazz,34.0,NBA,PF,4.0,0.0,26.0,5.5,8.3,0.67,0.0,0.0,,5.5,8.3,0.67,9.7,13.8,0.7,4.2,2.8,6.9,0.0,0.0,0.0,2.8,11.1,20.8
